frequency_auc,k_on,master_seed,matched_pair_misordering,mean_active_increment,mean_coalition_score,mean_inactive_increment,mean_normal_score,mean_score_gap,mean_signed_increment,realized_R_exp,realized_p_on,requested_R_exp,requested_p_on,score_auc
1.0,200,27002,0.0,0.06272245855500495,15.316824379132212,0.0007453250821389347,6.172970492354301,9.143853886777912,0.03858236506732363,1.5257484102101435,0.6105,1.5,0.6,1.0
1.0,171,27002,0.0,0.050549123651214695,12.339167456070637,0.0007070161098930092,5.805386698139198,6.533780757931439,0.036281820367511375,1.525139235476337,0.71375,1.5,0.7,1.0
1.0,150,27002,0.0,0.04280672253904265,10.35708651832137,0.0005999212368491152,5.539917221914657,4.817169296406713,0.0346397064870682,1.511690531737691,0.8065,1.5,0.8,1.0
1.0,133,27002,0.0,0.03601177656959289,8.70982628701002,0.0008382203954584709,5.2477581382265255,3.4620681487834952,0.03281977634679019,1.511131340571787,0.90925,1.5,0.9,1.0
1.0,120,27002,0.0,0.03044003146735731,7.305607552165753,nan,4.865968554232789,2.4396389979329642,0.03044003146735731,1.4995070370615657,1.0,1.5,1.0,0.999976
1.0,1600,27002,0.0,0.30914264389577495,100.16221662223103,0.00032596058931490815,5.041594868268448,95.12062175396258,0.03159364977409399,2.024334500033114,0.10125,2.0,0.1,1.0
1.0,800,27002,0.0,0.2183263783513386,69.95177162376892,0.0005513651882351289,7.059373037369449,62.89239858639947,0.0441608115741466,2.0018418944771907,0.20025,2.0,0.2,1.0
1.0,533,27002,0.0,0.1654842098181387,54.37720118308638,0.0006196144064748375,8.224840133680855,46.15236104940552,0.05143912594212021,2.053040687873861,0.30825,2.0,0.3,1.0
1.0,400,27002,0.0,0.12993965784145212,42.15242500376706,0.0005560596174033117,8.4807895748124,33.67163542895466,0.05302110869725512,2.0268336784282166,0.4055,2.0,0.4,1.0
1.0,320,27002,0.0,0.10601215924684199,34.55148294173074,0.0007261959284912212,8.692674499554787,25.858808442175953,0.05434307274836135,2.036330556329606,0.50925,2.0,0.5,1.0
1.0,267,27002,0.0,0.08764524124732337,28.572962163316152,0.0007453250821389347,8.60542993004436,19.96753223327179,0.05379772390098403,2.0368741276305413,0.6105,2.0,0.6,1.0
1.0,229,27002,0.0,0.07354202238673578,24.040703263167963,0.0007070161098930092,8.431050142804398,15.609653120363564,0.052693001839989546,2.042437923532638,0.71375,2.0,0.7,1.0
1.0,200,27002,0.0,0.06250851229981245,20.16524606791949,0.0005999212368491152,8.08188063308473,12.08336543483476,0.05052919992912905,2.015587375650255,0.8065,2.0,0.8,1.0
1.0,178,27002,0.0,0.05462489544853929,17.68169628242403,0.0008382203954584709,7.952931694916387,9.728764587507644,0.049743754687472205,2.0224163806148727,0.90925,2.0,0.9,1.0
