horizon,raw_mean,raw_ci_lower,raw_ci_upper,centered_mean,centered_ci_lower,centered_ci_upper
1139,51.65242881793821,51.421333,51.898235,0.032708817018870004,-0.19730034,0.28174868
1140,51.69907013519835,51.468643,51.94527,0.033800938449476195,-0.19614728,0.28386775
1141,51.752328400289436,51.52035,51.999763,0.041569075238265904,-0.18792328,0.29221532
1142,51.79720403605696,51.564907,52.045742,0.04110035786426121,-0.18886554,0.29245523
1143,51.84281032948061,51.61156,52.088795,0.04135313168487286,-0.1878905,0.29164183
1144,51.89125330619807,51.65947,52.137325,0.04454022998791,-0.18429141,0.29525977
1145,51.934617136168484,51.705482,52.178722,0.04259201174972887,-0.18411121,0.29076457
1146,51.97917321572758,51.750504,52.223827,0.041835093247566575,-0.1851304,0.29021308
1147,52.02469569771791,51.797935,52.26789,0.04186527546393278,-0.18322136,0.2894754
1148,52.070668718088776,51.842213,52.314682,0.042635739169558914,-0.18322113,0.29198423
1149,52.11818566427849,51.88847,52.363132,0.0448291668073006,-0.18262291,0.2953819
1150,52.16664132488968,51.93748,52.41218,0.04812723913026076,-0.1790488,0.2988186
1151,52.21488540334437,51.984318,52.461082,0.05091305913040536,-0.17612405,0.30187434
1152,52.262347750784656,52.033142,52.508793,0.05288033605651121,-0.17430408,0.30435744
1153,52.30744284587095,52.079937,52.55164,0.052816990681263644,-0.17215095,0.30193678
1154,52.35946280627638,52.1325,52.604073,0.0597257176354105,-0.16451201,0.30802155
1155,52.40608436309942,52.17915,52.649693,0.06094032849000919,-0.16267708,0.31001875
1156,52.448886246049895,52.221592,52.692173,0.05814628801198474,-0.16623397,0.30571836
1157,52.49446013685382,52.266308,52.738216,0.05842354819217961,-0.16692808,0.30676153
1158,52.53886843095405,52.310326,52.78217,0.05753844007521747,-0.16827375,0.3059135
1159,52.58489474187671,52.35489,52.830933,0.058275108516766955,-0.16947266,0.3086648
1160,52.63274004750192,52.402622,52.87922,0.0608535519984164,-0.16820167,0.31362137
1161,52.679370627621616,52.44858,52.925537,0.062158418012126834,-0.16674984,0.3131061
1162,52.72233120024727,52.492443,52.96965,0.05999123161665112,-0.16770382,0.31103885
1163,52.76357403784029,52.534283,53.009438,0.05589887611764825,-0.17123032,0.30493012
1164,52.80690344027463,52.57619,53.05442,0.053812168748516374,-0.17478219,0.3051989
1165,52.852164784290004,52.619637,53.10185,0.053690719712184094,-0.17706105,0.30712882
1166,52.89747893789401,52.664314,53.14693,0.053718678677690784,-0.17694063,0.30695993
1167,52.93706426490247,52.704987,53.186405,0.047877786350423404,-0.18154418,0.30119926
1168,52.98155898494533,52.749058,53.2314,0.04698801902249191,-0.18323445,0.30069315
1169,53.0260813347051,52.79319,53.277687,0.04600868721260663,-0.18533607,0.30004627
1170,53.07395500570824,52.842854,53.322487,0.04876728564190398,-0.18171708,0.3020635
1171,53.117742755449655,52.884384,53.368824,0.047177369791785766,-0.18566066,0.30263504
1172,53.16510246714161,52.93132,53.415718,0.04939574522020148,-0.1827596,0.30402505
1173,53.20741653199555,52.975735,53.456505,0.046467092852298206,-0.1830545,0.29830834
1174,53.24770302882187,53.01636,53.496983,0.04123051041815506,-0.18779229,0.2940851
1175,53.29034571745305,53.059135,53.538998,0.03853023269505797,-0.19088866,0.29124185
1176,53.33812301446544,53.107937,53.58494,0.04086314585678255,-0.18688771,0.29270247
1177,53.38400705345619,53.155678,53.628582,0.041253847197400245,-0.18402548,0.28990936
1178,53.432031956986435,53.203896,53.67679,0.04369924193507134,-0.18195437,0.29214045
1179,53.47580986272008,53.248657,53.720203,0.0420243735340094,-0.18238534,0.28889832
1180,53.51848083279707,53.292095,53.76251,0.03936097975775231,-0.18492231,0.28662533
1181,53.56198173781723,53.335323,53.80736,0.03746529119278148,-0.18770415,0.28561345
1182,53.6070712157846,53.380108,53.852966,0.03731502637952855,-0.18887538,0.2852529
1183,53.64823819426808,53.420567,53.894093,0.033200576336256074,-0.19168134,0.2807709
1184,53.69089165689591,53.46251,53.937088,0.03041885555886052,-0.19608083,0.2787101
1185,53.7387798038023,53.509216,53.986546,0.03310582888298044,-0.19372097,0.28273088
1186,53.784168719085564,53.555393,54.030598,0.03280804864378013,-0.19351935,0.28146303
1187,53.82781506687828,53.598,54.074398,0.03128406310159417,-0.19591978,0.2813458
1188,53.8728222197736,53.642365,54.120323,0.0310965098484254,-0.19687052,0.2824815
1189,53.91596442870479,53.68352,54.164856,0.02903962131984635,-0.20024696,0.28103897
1190,53.960553205928754,53.72609,54.210117,0.028456689537208014,-0.20234776,0.2819872
1191,54.00938473939977,53.7753,54.258904,0.03190671887008663,-0.19865933,0.2857491
1192,54.05509263482764,53.82185,54.30305,0.032430064881210925,-0.19672194,0.2846937
1193,54.10205685650329,53.87131,54.348705,0.033939140589257684,-0.1937707,0.284664
1194,54.147353092044035,53.91626,54.39322,0.03385657688211503,-0.19383883,0.28497767
1195,54.194812458233486,53.963818,54.442654,0.03586226459188943,-0.19319674,0.2871547
1196,54.239475328866156,54.008694,54.487217,0.03511220555277345,-0.1934153,0.28642273
1197,54.28951193662673,54.058372,54.53711,0.03985130964801818,-0.18830813,0.28926924
1198,54.332419760246935,54.10266,54.57925,0.03764330156551523,-0.18963341,0.2872998
1199,54.37419776624527,54.14488,54.62005,0.034285778494337886,-0.19258144,0.28481564
1200,54.418484076937574,54.189434,54.66545,0.03312571104092785,-0.19319414,0.28303725
1201,54.467489202125016,54.237698,54.71474,0.03644708574572012,-0.19046779,0.28680196
1202,54.51379847309295,54.283714,54.76046,0.03749187533796377,-0.18942486,0.2882479
1203,54.55927732144263,54.32889,54.805107,0.03758809950838192,-0.18994161,0.28795278
1204,54.60247250599518,54.371975,54.85027,0.03529645241724686,-0.19239813,0.28623068
1205,54.647268495049545,54.41596,54.89402,0.03490588483345542,-0.19292656,0.28640434
1206,54.688705141907334,54.458397,54.93325,0.031009530496172222,-0.19592433,0.2812241
1207,54.73403356099017,54.50411,54.98012,0.031064683455387494,-0.19612005,0.2814395
1208,54.77773447154916,54.547047,55.024536,0.029394891898286826,-0.19781265,0.2786016
1209,54.824754101014584,54.59387,55.070496,0.03105852118450276,-0.19567265,0.28049412
1210,54.86895156130025,54.637897,55.115227,0.0297768038237467,-0.19751361,0.28011182
1211,54.9173315478789,54.68576,55.16425,0.032671577399063415,-0.19720715,0.2845336
1212,54.960301907589574,54.72886,55.206944,0.030379151398473397,-0.19876066,0.2810866
1213,55.00339747538571,54.77026,55.25079,0.028389681001520613,-0.20119558,0.28017002
1214,55.044945617553964,54.81161,55.292675,0.02444959197251791,-0.2045366,0.27576548
1215,55.08847211804287,54.85582,55.33418,0.022597339417491157,-0.20716691,0.27225447
1216,55.13264998378508,54.900578,55.37846,0.021571150019859195,-0.20763783,0.27140683
1217,55.176381358201,54.944786,55.42106,0.019948898932097676,-0.20751615,0.26862407
1218,55.225482119358944,54.99412,55.46999,0.023581315591980692,-0.20429519,0.2718841
1219,55.27101245848077,55.03905,55.51651,0.023559369429636087,-0.20522277,0.27205172
1220,55.31729941953105,55.08544,55.56299,0.024382971147606142,-0.2042742,0.2738859
1221,55.362937546507595,55.13186,55.60772,0.024482003447088008,-0.20450816,0.27330524
1222,55.40950016694564,55.17849,55.65365,0.02566187289320844,-0.20272073,0.2744688
1223,55.456608731188346,55.224632,55.70188,0.027460360205643772,-0.20162484,0.27792847
1224,55.50007873863161,55.268085,55.74386,0.025596038783857668,-0.20323475,0.27368796
1225,55.547037756241224,55.31334,55.792004,0.027150942139872954,-0.20291136,0.27811745
1226,55.59165497577804,55.35736,55.836143,0.026211563630688234,-0.2039078,0.2766737
1227,55.643232914687324,55.409718,55.886475,0.03268658266568792,-0.19657356,0.2824416
1228,55.69694733694961,55.46547,55.938927,0.04113102103875792,-0.18724145,0.2893617
1229,55.746154913306164,55.515217,55.988174,0.045122324331730704,-0.18278588,0.29364583
1230,55.79056014569472,55.560566,56.030453,0.04420869724618869,-0.18137173,0.29023919
1231,55.840372985441654,55.610004,56.080456,0.04863987827109946,-0.1787764,0.29589078
1232,55.88632201895349,55.656853,56.126446,0.04932734612867075,-0.17752533,0.2973967
1233,55.92855415553213,55.69758,56.169094,0.04609101839904125,-0.18155155,0.29442042
1234,55.97233933201119,55.74131,56.21188,0.044397345212341746,-0.18242705,0.29230398
1235,56.01468243050404,55.784428,56.25433,0.04123567587283441,-0.1859564,0.28782722
1236,56.05591927009684,55.826447,56.294548,0.037186057725585836,-0.18881139,0.2830907
1237,56.10729311721148,55.876114,56.34709,0.04332127511598109,-0.18412867,0.2915863
1238,56.15017809737118,55.918293,56.38983,0.04074158626160893,-0.18725184,0.28934523
1239,56.20057312674207,55.96978,56.438198,0.04602330227504377,-0.1803765,0.29203978
1240,56.247801409230064,56.016766,56.48571,0.047962255857511175,-0.17811716,0.29424915
1241,56.29100663475462,56.061523,56.528324,0.04567143052894314,-0.1803403,0.29156175
1242,56.336429802325235,56.1056,56.57656,0.045819663958481124,-0.18241788,0.29352674
1243,56.37795038675331,56.145744,56.61824,0.04197884924400896,-0.1881019,0.29176936
1244,56.41954106039871,56.18743,56.66031,0.03842218167116085,-0.19094537,0.28829804
1245,56.46644882763931,56.234203,56.706715,0.04003218287954184,-0.188277,0.28806394
1246,56.508634263209316,56.27585,56.749313,0.036912470513577114,-0.19254208,0.28706127
1247,56.5496683581326,56.318012,56.78929,0.03248560199566183,-0.19688034,0.28165632
1248,56.59030270322555,56.35901,56.82856,0.027737765712873792,-0.20038655,0.27580744
1249,56.632795923361776,56.402756,56.869644,0.02501162263824711,-0.20258242,0.27146038
1250,56.67827544346115,56.44869,56.91477,0.025142866805926537,-0.20278887,0.27101386
1251,56.722163618011116,56.493813,56.95834,0.023927467536680323,-0.2024811,0.2684384
1252,56.768662925014276,56.538948,57.00684,0.025129564562557525,-0.2016779,0.27175838
1253,56.81378205307656,56.58314,57.0522,0.02481221258648926,-0.20333634,0.27257589
1254,56.85534917533314,56.62602,57.09195,0.020982286793865327,-0.20645887,0.2669622
1255,56.89862532837156,56.66668,57.13715,0.01890492365827971,-0.21038683,0.26641196
1256,56.94469345075458,56.71305,57.183075,0.019715286938034555,-0.2095208,0.26659623
1257,56.99179310584657,56.762775,57.228344,0.021530539098449087,-0.20646317,0.26675892
1258,57.03793524047016,56.808838,57.274868,0.02253685124917464,-0.20521685,0.26740965
1259,57.085019972568624,56.856644,57.320812,0.024236152186578472,-0.201653,0.26849213
1260,57.13001135802189,56.90011,57.36799,0.0237087662257704,-0.20412299,0.2704427
1261,57.1758444989387,56.945026,57.415043,0.024127811831857023,-0.2045508,0.27076915
1262,57.22475737099139,56.993835,57.462856,0.027687758920941715,-0.20149843,0.2746207
1263,57.26642603256669,57.03567,57.50367,0.02412896186790601,-0.20506234,0.27033472
1264,57.314065332689594,57.0847,57.550095,0.02643655295506695,-0.20159797,0.2718419
1265,57.3586012799241,57.126972,57.59487,0.02568326989951469,-0.20423016,0.2711855
1266,57.40421317991832,57.17318,57.641506,0.025998974595247727,-0.2035308,0.27159423
1267,57.449155488258036,57.218315,57.686283,0.02587740696232361,-0.20464863,0.27179247
1268,57.49577400344251,57.264988,57.73261,0.0269332056764096,-0.20427367,0.27347553
1269,57.546357250471594,57.314075,57.784534,0.03229483961761545,-0.20008703,0.280344
1270,57.58569014348893,57.353195,57.82291,0.0266400915217951,-0.20556681,0.27486962
1271,57.629621852519286,57.395954,57.868748,0.02534167862384978,-0.20850353,0.27513063
1272,57.6736896318306,57.440098,57.911484,0.023850549058507593,-0.20973986,0.27193472
1273,57.71868299035374,57.4845,57.95788,0.023674609707343298,-0.21038117,0.27200824
1274,57.766754824177276,57.52993,58.0082,0.026455314884353175,-0.2093629,0.27765542
1275,57.81693590155991,57.57883,58.060707,0.031263867845422046,-0.20514217,0.2834952
1276,57.864494397622245,57.6265,58.106792,0.03356001885071291,-0.20313573,0.28442228
1277,57.90608746654778,57.66651,58.150375,0.029712727704033395,-0.20685439,0.28159723
1278,57.9518265697609,57.711544,58.196247,0.03004165599876719,-0.20799349,0.28213865
1279,57.99625295015171,57.75441,58.24118,0.02906340542606698,-0.20850079,0.28172228
1280,58.044351163842265,57.80343,58.28989,0.031731176468989195,-0.20742184,0.28476578
1281,58.08787650171209,57.846344,58.332672,0.03017038399288837,-0.20791066,0.28420913
1282,58.134261110554014,57.89351,58.37839,0.031316221711289303,-0.20677906,0.2850022
1283,58.18239271272157,57.94375,58.425434,0.03425763630883004,-0.2028665,0.2855954
1284,58.22621345238092,57.9871,58.470024,0.03292469718709547,-0.2039678,0.28419766
1285,58.27310285542049,58.03386,58.517746,0.03464049865076477,-0.20244464,0.28692424
1286,58.317506955684394,58.07889,58.56253,0.03387796771191314,-0.20388247,0.2852724
1287,58.36033504488111,58.12383,58.60372,0.03114077607883494,-0.20473441,0.28108326
1288,58.41131572561831,58.174137,58.653294,0.036712116834075895,-0.19783777,0.2867316
1289,58.45447931548926,58.217327,58.69721,0.03460736241657285,-0.20076,0.28579646
1290,58.49807006046429,58.258587,58.742535,0.03290828470571664,-0.20462191,0.28596425
1291,58.545484741006845,58.306797,58.787853,0.03500154275039057,-0.20052792,0.28657836
1292,58.58575094873161,58.34805,58.827114,0.029836689110404664,-0.20448229,0.2796935
1293,58.62943825888106,58.391697,58.872524,0.028154124526630457,-0.2068772,0.2799326
1294,58.67954669711219,58.441643,58.923477,0.03284740478144624,-0.20284906,0.2845882
1295,58.72344161106758,58.485195,58.965843,0.031480726586109856,-0.20505188,0.28233367
1296,58.769378814443265,58.531384,59.01363,0.03209497669751267,-0.20516537,0.2848229
1297,58.81648574643018,58.57556,59.062256,0.03395493453807374,-0.20397055,0.28848124
1298,58.862974277025586,58.62338,59.10802,0.03510302042132983,-0.20248628,0.28914315
1299,58.91141452882395,58.671844,59.157234,0.0381772350046184,-0.19992433,0.29160246
1300,58.95626390440336,58.71665,59.20217,0.037843063834015596,-0.20127307,0.29166853
1301,59.006186481197446,58.766266,59.251526,0.04212980895042793,-0.19680819,0.29575574
1302,59.05003750892976,58.811256,59.294994,0.040559841087230604,-0.19743949,0.2927715
1303,59.09551945420919,58.855427,59.3411,0.04101225600040458,-0.19760606,0.29393533
1304,59.139486366932005,58.900047,59.384594,0.039544276201470684,-0.19789357,0.29190212
1305,59.18682422727324,58.94629,59.43458,0.04151984275892193,-0.19770391,0.29591393
1306,59.23035267679122,58.98989,59.477386,0.03978394115815816,-0.19887963,0.29390994
1307,59.27631529208632,59.034546,59.525234,0.04051906367802971,-0.19943057,0.2960027
1308,59.32088626288325,59.079624,59.568737,0.03986108361358253,-0.19859168,0.2952513
1309,59.3673960244377,59.12798,59.614822,0.041205897471293225,-0.19521168,0.29418007
1310,59.41420794557287,59.175434,59.658653,0.0429021680545162,-0.19222613,0.29396638
1311,59.459626484384636,59.221508,59.704212,0.04301731250442463,-0.19203098,0.2932176
1312,59.50133938095966,59.260983,59.7475,0.039392402670640696,-0.19834143,0.29091582
1313,59.544823295056595,59.304718,59.79146,0.03753090542330708,-0.20148116,0.28951022
1314,59.59742791893258,59.357323,59.845448,0.04458202779427292,-0.19457163,0.2974807
1315,59.644372554722956,59.402775,59.891365,0.0460226815245811,-0.19403268,0.3001743
1316,59.69565395187517,59.45349,59.9433,0.05198938489799318,-0.18936518,0.30793697
1317,59.738761643374325,59.497074,59.986156,0.049778010572106145,-0.19148272,0.30604148
1318,59.78274480494101,59.54222,60.03042,0.048350308024375656,-0.19324374,0.30282417
1319,59.826253728063,59.58385,60.07514,0.046333553761742446,-0.19517685,0.3027862
1320,59.872061846840765,59.627937,60.12222,0.04665665053815317,-0.19773439,0.30489826
1321,59.92154177158844,59.676582,60.17053,0.050691517518725,-0.19352601,0.30913353
1322,59.9629728568261,59.7174,60.211933,0.04681863701909627,-0.19655874,0.30404764
1323,60.0103834234787,59.76378,60.261356,0.04888777354457483,-0.19574137,0.30676472
1324,60.04890908776737,59.802265,60.300114,0.04225999216999298,-0.20277968,0.30119044
1325,60.09821007770179,59.85083,60.349003,0.0462486954070018,-0.19869408,0.30576035
1326,60.14419183708495,59.896587,60.39617,0.0467616233882874,-0.1984211,0.30539498
1327,60.185788503658166,59.939796,60.43577,0.042955935987137976,-0.20062423,0.29981315
1328,60.23271869925999,59.98805,60.4829,0.04446522330140779,-0.19877641,0.30072573
1329,60.27554709242527,60.03043,60.526165,0.04220133237558434,-0.20088916,0.29959822
1330,60.32236323195467,60.076485,60.574074,0.04343136604578035,-0.20012525,0.30184972
1331,60.3722021767424,60.12751,60.623466,0.047917770006736034,-0.1954399,0.304877
1332,60.417459087448535,60.17504,60.667706,0.04794355458542956,-0.19233339,0.3022752
1333,60.45851036301018,60.21466,60.710026,0.043582159704577766,-0.19814226,0.29921898
1334,60.500355661803766,60.254803,60.754345,0.03997528476155218,-0.2029771,0.2977733
1335,60.539309985493205,60.294624,60.79299,0.03368295191446437,-0.2102025,0.29145426
1336,60.583079353779546,60.338245,60.836365,0.03234455186138296,-0.2121018,0.29044464
1337,60.62570850734873,60.38023,60.880966,0.029545282684473654,-0.21492006,0.28820884
1338,60.66864789236115,60.421173,60.922905,0.02712413369174193,-0.21943443,0.28650057
1339,60.71743225162594,60.469864,60.972458,0.030440898996130183,-0.21787298,0.28973767
1340,60.76444994483039,60.51691,61.01956,0.032214957175089855,-0.21569315,0.2914602
1341,60.81965171070532,60.569427,61.079594,0.04210427663528052,-0.20788369,0.30462787
1342,60.86476707212252,60.616188,61.12473,0.04213378835436172,-0.20599926,0.30368102
1343,60.91039421020268,60.661907,61.1698,0.04245369569876523,-0.2053536,0.3034335
1344,60.95885234712371,60.710934,61.218967,0.04528200044298463,-0.20203266,0.30697873
1345,61.00812635040505,60.76185,61.266853,0.04909256697823458,-0.19615166,0.30910146
1346,61.05286594630338,60.803867,61.313126,0.048508782041098035,-0.19893959,0.30981275
1347,61.09986207785332,60.852917,61.359356,0.049973375858825234,-0.19579068,0.31026676
1348,61.14295431339711,60.89467,61.403202,0.047869789228843884,-0.19871818,0.3075882
1349,61.19158524782645,60.94343,61.451855,0.05095858461314951,-0.19738929,0.31002736
1350,61.23677690400905,60.988964,61.49511,0.05086174039081146,-0.1957537,0.3099197
1351,61.278937367096056,61.029556,61.539642,0.047679011118332684,-0.19986899,0.30837965
1352,61.32383256005442,61.074635,61.58296,0.04726002529049908,-0.20088431,0.30790725
1353,61.36412544079813,61.11387,61.623734,0.04243558790285914,-0.20653687,0.30422056
1354,61.40896640036467,61.160187,61.665836,0.042036729348412995,-0.20438842,0.3008964
1355,61.45017964156647,61.202515,61.707375,0.037920466041467225,-0.20763636,0.29643786
1356,61.49923000245288,61.25204,61.75491,0.04175624172363226,-0.20290916,0.29975596
1357,61.5425357481796,61.293533,61.80068,0.03982113828817767,-0.20598304,0.29949787
1358,61.5841494975488,61.335445,61.842148,0.0359427178226291,-0.20843591,0.29596907
1359,61.632023388764644,61.381413,61.892128,0.038637730318650525,-0.20903465,0.3026478
1360,61.67622931595497,61.4248,61.936367,0.03774699788026265,-0.20957097,0.30139846
1361,61.72104062340733,61.46915,61.980217,0.037306959771893,-0.21023393,0.30101216
1362,61.77296942166322,61.52035,62.03473,0.04387627321687772,-0.20523342,0.30763522
1363,61.82257482705317,61.57258,62.081455,0.04827118425508153,-0.19956525,0.31020737
1364,61.872570091360146,61.623474,62.131126,0.053096924510970034,-0.19381744,0.31509095
1365,61.91444128776255,61.664722,62.17221,0.049739587817965954,-0.19660799,0.3108913
1366,61.95823848854143,61.710236,62.214504,0.04808461804979211,-0.1973128,0.30759937
1367,62.00408899984758,61.755733,62.26191,0.048363788878618544,-0.19739376,0.30924937
1368,62.0470655783968,61.799095,62.303677,0.04618277381734985,-0.19880821,0.30687788
1369,62.09426762850613,61.847034,62.349808,0.048247781389800674,-0.1945724,0.30778491
1370,62.138646319150986,61.893566,62.39309,0.047465581157146955,-0.19548494,0.30531135
1371,62.1847448384675,61.939106,62.439484,0.048151579900361986,-0.1955569,0.3063509
1372,62.23279537962038,61.98736,62.48763,0.050823630413774315,-0.19196756,0.3092328
1373,62.27591494235947,62.02945,62.53133,0.0487788914675296,-0.19421433,0.30841967
1374,62.31763711125576,62.07252,62.572887,0.045269151454846654,-0.1967124,0.30383125
1375,62.36158267165174,62.115597,62.616787,0.0437120638754797,-0.19756019,0.302641
1376,62.408013345675634,62.162548,62.66284,0.04502022967128852,-0.19798927,0.3037447
1377,62.451205547614215,62.20477,62.706642,0.042941554211812456,-0.20078084,0.3030581
1378,62.502410765038725,62.256374,62.757305,0.04855089545972644,-0.19566737,0.30854934
1379,62.543110773561516,62.296364,62.799145,0.043616075335357635,-0.20028122,0.30480862
1380,62.58926331421801,62.343414,62.84624,0.04446920969262243,-0.19992372,0.30646938
1381,62.62790055675796,62.380325,62.886562,0.03758924089129127,-0.20791449,0.30033824
1382,62.67693952352574,62.42863,62.93768,0.04139726642903031,-0.20568547,0.30584148
1383,62.72214149465658,62.473644,62.981304,0.04165822442869194,-0.20548423,0.30481362
1384,62.76457771127606,62.514774,63.02431,0.03881591041118468,-0.20931397,0.3037246
1385,62.80647971018702,62.558876,63.06438,0.03515006945546214,-0.21163073,0.29978123
1386,62.85284387130784,62.603252,63.112766,0.0361844752054896,-0.2108945,0.30135354
1387,62.89803859599069,62.647865,63.157673,0.03580945434690011,-0.21006209,0.30099174
1388,62.94246258943109,62.69315,63.20263,0.03474626676638369,-0.21126595,0.3008894
1389,62.9858153539487,62.736233,63.24583,0.032752145985142055,-0.21300599,0.29843935
1390,63.034931013957134,62.783615,63.29668,0.036532526942474136,-0.21159525,0.30457896
1391,63.07650100746733,62.8245,63.33979,0.03280344548057037,-0.21599834,0.30185103
1392,63.11991020432182,62.86697,63.38303,0.030992504289601788,-0.21843286,0.3002109
1393,63.16140527986878,62.90912,63.426205,0.027228320574149235,-0.22195275,0.29606345
1394,63.20316556792001,62.949818,63.46944,0.02369022860336136,-0.22620577,0.29318938
1395,63.248601698616305,62.994263,63.5152,0.023785140796837845,-0.22752248,0.29501376
1396,63.300290033307014,63.044468,63.567574,0.03001956260316613,-0.22170371,0.3017416
1397,63.34335772538489,63.08848,63.610615,0.02752004660152656,-0.2242597,0.2987339
1398,63.394918153548886,63.139355,63.661568,0.033758922910102844,-0.21891607,0.30767182
1399,63.44266176538284,63.18707,63.710354,0.036200862917222326,-0.21662495,0.30981505
1400,63.4854029645331,63.229115,63.755005,0.033755456942378026,-0.21881133,0.30883187
1401,63.53076048621039,63.273357,63.801136,0.03366631744042777,-0.21861227,0.30861005
1402,63.57157725117997,63.314167,63.84137,0.029193655667715153,-0.22418402,0.30290678
1403,63.61826274347122,63.36226,63.888,0.030586847501440813,-0.22271343,0.30414346
1404,63.65494844755567,63.398426,63.925484,0.021942094835561525,-0.23106281,0.29717404
1405,63.7001360588446,63.442814,63.97091,0.0218265722838853,-0.231486,0.29738694
1406,63.75056502165932,63.493153,64.02098,0.026952045286730442,-0.22696428,0.30329758
1407,63.79449655790818,63.53655,64.064224,0.025581741465960702,-0.22858204,0.30090186
1408,63.84056386226124,63.582108,64.111946,0.02655601708035955,-0.22917761,0.30347642
1409,63.8900512273139,63.633163,64.15969,0.030721156160366046,-0.22417074,0.30588773
1410,63.93500372659161,63.678627,64.20374,0.030161974310244952,-0.22379252,0.30500078
1411,63.97398877482583,63.718254,64.242294,0.02364418957072797,-0.23074001,0.29904735
1412,64.01722465533163,63.76216,64.283905,0.02147546247671842,-0.23171441,0.29547912
1413,64.0655165857629,63.81109,64.33173,0.024317870399724942,-0.2273542,0.29801157
1414,64.1121909869908,63.857758,64.37807,0.02566125711084833,-0.2244966,0.2976508
1415,64.15524450191064,63.901566,64.4209,0.0234987248726917,-0.22661665,0.29521602
1416,64.19641949571215,63.94245,64.46175,0.01927742657502822,-0.23094007,0.29113865
1417,64.24366799774234,63.989517,64.51024,0.021167710415341986,-0.22971462,0.29227123
1418,64.29111811945072,64.03733,64.55809,0.02300364077387819,-0.22837493,0.29411983
1419,64.3352242073355,64.08251,64.5988,0.02168197652829497,-0.22867325,0.29228786
1420,64.3829148569302,64.129906,64.64848,0.02406760509983105,-0.226578,0.29461685
1421,64.43370289701161,64.18302,64.69784,0.029465117002346723,-0.21916845,0.2978242
1422,64.48211997912074,64.23102,64.745,0.032847089952651516,-0.21596052,0.29968423
1423,64.52829218342211,64.27963,64.789925,0.03379025381985183,-0.21253656,0.2984338
1424,64.57050894230811,64.32264,64.83119,0.03077448690708613,-0.21494831,0.2945791
1425,64.62194971832098,64.371864,64.88585,0.03697179382212954,-0.21097681,0.30388004
1426,64.66593771494541,64.415115,64.92925,0.035795357525787205,-0.21254943,0.3018558
1427,64.70878731061757,64.45735,64.97262,0.03328665944377271,-0.21520598,0.3013999
1428,64.75405501971086,64.504456,65.01698,0.03331279871404429,-0.21525852,0.3001519
1429,64.79988015484112,64.54789,65.062805,0.03370943109903465,-0.21554361,0.3014979
1430,64.84299766580476,64.591354,65.1077,0.03155182368347445,-0.21757548,0.2991209
1431,64.88568918974228,64.63447,65.1493,0.0291324223942444,-0.2191326,0.29566786
1432,64.93772950494488,64.68562,65.20248,0.035728998987244145,-0.21421255,0.30460328
1433,64.97998257018467,64.72629,65.24484,0.0327990540312848,-0.21781571,0.30141482
1434,65.02376608507602,64.77034,65.28842,0.031202719760141343,-0.2199848,0.2995663
1435,65.0668542274556,64.81207,65.333374,0.029017215981174474,-0.2232754,0.2979755
1436,65.10914871489102,64.85417,65.377205,0.026024049244846373,-0.22696549,0.29559997
1437,65.1575090071055,64.90332,65.424675,0.029310575370834962,-0.22262622,0.29976308
1438,65.20516081457775,64.952446,65.47255,0.0315827817315609,-0.22126962,0.30227914
1439,65.24955396249294,64.99684,65.51579,0.030612427461065066,-0.21986957,0.30024308
1440,65.29564295347664,65.04271,65.56093,0.03128281343770563,-0.219333,0.3002793
1441,65.34149518084126,65.0871,65.608925,0.03187342523843787,-0.21934463,0.30355537
1442,65.38728689521753,65.13487,65.654594,0.032319527745985045,-0.21948476,0.30257252
1443,65.43416448264573,65.17995,65.702415,0.034162375877187186,-0.21805611,0.30665985
1444,65.4774062513663,65.22371,65.74505,0.03198266647155791,-0.2201572,0.30364954
1445,65.51801009146557,65.262115,65.78763,0.02734892189198522,-0.22602352,0.30245814
1446,65.56051053980694,65.30661,65.82945,0.02430810592267895,-0.22857428,0.2990325
1447,65.60592063778103,65.34945,65.8771,0.024449637060175302,-0.23019391,0.29978886
1448,65.65202073151694,65.39558,65.921974,0.02533536062510957,-0.22862941,0.29958192
1449,65.70107703282878,65.44438,65.97075,0.02880103437784565,-0.22530136,0.3028572
1450,65.74393012656574,65.48701,66.01394,0.026154431633099627,-0.22953004,0.30133933
1451,65.78698757112507,65.52937,66.05859,0.024010879839528907,-0.23168781,0.30042106
1452,65.82753317582112,65.56993,66.10021,0.01924540473852214,-0.23744768,0.29652292
1453,65.87049161306815,65.612144,66.144035,0.017107034144725038,-0.24009174,0.29469395
1454,65.91369794062679,65.65509,66.18693,0.015122928470563107,-0.24148136,0.292843
1455,65.95806911191063,65.69944,66.2308,0.014260715404686593,-0.2428416,0.2927487
1456,66.00126376128809,65.74253,66.273766,0.012233884597133534,-0.24432643,0.29048565
1457,66.04647359869686,65.78662,66.3201,0.012102616883703407,-0.24577191,0.2897765
1458,66.09187889832397,65.83312,66.364845,0.012165496196660847,-0.24542223,0.2876141
1459,66.1345331550538,65.87574,66.405945,0.009547863845903516,-0.2476811,0.28490523
1460,66.17480733225065,65.915504,66.4462,0.004472614444848464,-0.25281462,0.28032196
1461,66.21906692465906,65.961044,66.490234,0.0031001681367734697,-0.25405028,0.27761218
1462,66.2639492493466,66.00557,66.53464,0.0027165278924803195,-0.25291368,0.27836478
