horizon,empirical_gap_mean,empirical_gap_ci_lower,empirical_gap_ci_upper,predicted_gap_mean,predicted_gap_ci_lower,predicted_gap_ci_upper,pair_error_mean,pair_error_ci_lower,pair_error_ci_upper
799,3.3392864503785593,3.2690697,3.4103353,3.340163499252328,3.324332,3.3567636,0.0,0.0,0.0
800,3.3457309387791487,3.2756283,3.4166737,3.3443439291637826,3.3284926,3.3609648,0.0,0.0,0.0
801,3.3499027530327106,3.2802992,3.420426,3.348524359075237,3.3326533,3.365166,0.0,0.0,0.0
802,3.3523188921627938,3.2830086,3.4230685,3.3527047889866917,3.3368137,3.3693674,0.0,0.0,0.0
803,3.354956950713944,3.285853,3.4251988,3.3568852188981455,3.3409743,3.3735685,0.0,0.0,0.0
804,3.3596974731187905,3.2904255,3.4295464,3.3610656488096007,3.345135,3.3777697,0.0,0.0,0.0
805,3.3630057976248326,3.293282,3.433726,3.3652460787210567,3.3492956,3.381971,0.0,0.0,0.0
806,3.3663027602512017,3.2966986,3.4364653,3.3694265086325106,3.3534563,3.386172,0.0,0.0,0.0
807,3.369612430851548,3.2999923,3.4403465,3.3736069385439644,3.357617,3.3903732,0.0,0.0,0.0
808,3.3736442801583313,3.3032486,3.4457352,3.37778736845542,3.3617775,3.3945744,0.0,0.0,0.0
809,3.3765096158811447,3.3051438,3.4496212,3.381967798366875,3.3659382,3.3987758,0.0,0.0,0.0
810,3.38212741306018,3.311446,3.4549172,3.3861482282783286,3.3700988,3.402977,0.0,0.0,0.0
811,3.3862878162188568,3.314629,3.458992,3.3903286581897847,3.3742592,3.4071782,0.0,0.0,0.0
812,3.3896024942759007,3.3181324,3.4626472,3.3945090881012385,3.3784199,3.4113793,0.0,0.0,0.0
813,3.394284387428305,3.3217103,3.4676254,3.3986895180126946,3.3825805,3.4155805,0.0,0.0,0.0
814,3.3976888768032736,3.3249927,3.4713843,3.4028699479241493,3.3867412,3.4197817,0.0,0.0,0.0
815,3.4016493976718376,3.3287551,3.4762628,3.407050377835603,3.3909018,3.4239829,0.0,0.0,0.0
816,3.4036105295483567,3.330559,3.4783866,3.411230807747057,3.3950624,3.428184,0.0,0.0,0.0
817,3.4067160746188856,3.333144,3.481046,3.4154112376585117,3.399223,3.4323854,0.0,0.0,0.0
818,3.410703273973775,3.3380294,3.4847863,3.4195916675699674,3.4033837,3.4365866,0.0,0.0,0.0
819,3.417104530357475,3.3448908,3.4906917,3.423772097481421,3.4075444,3.4407878,0.0,0.0,0.0
820,3.4229716272105,3.3499362,3.4970334,3.4279525273928773,3.4117048,3.444989,0.0,0.0,0.0
821,3.4264166287037283,3.3530865,3.5003872,3.4321329573043315,3.4158654,3.4491901,0.0,0.0,0.0
822,3.431400539048741,3.358423,3.5049663,3.436313387215787,3.420026,3.4533913,0.0,0.0,0.0
823,3.4393631720714892,3.3654592,3.5130725,3.440493817127241,3.4241867,3.4575925,0.0,0.0,0.0
824,3.4456954663373023,3.3716993,3.5190003,3.444674247038696,3.4283473,3.461794,0.0,0.0,0.0
825,3.451443997985775,3.376962,3.5251195,3.448854676950149,3.432508,3.465995,0.0,0.0,0.0
826,3.4562579740037025,3.3828804,3.5290048,3.453035106861605,3.4366686,3.4701962,0.0,0.0,0.0
827,3.462408906385221,3.3893654,3.5354142,3.4572155367730604,3.4408293,3.4743974,0.0,0.0,0.0
828,3.4638109025985107,3.3909354,3.5369558,3.461395966684514,3.44499,3.4785986,0.0,0.0,0.0
829,3.4671903934296724,3.3952458,3.539724,3.4655763965959703,3.4491503,3.4827998,0.0,0.0,0.0
830,3.4725254421147693,3.4007368,3.545101,3.4697568265074232,3.453311,3.487001,0.0,0.0,0.0
831,3.4760919996947663,3.4031444,3.549074,3.4739372564188793,3.4574716,3.491202,0.0,0.0,0.0
832,3.478648562152262,3.405145,3.5519385,3.4781176863303336,3.4616323,3.4954035,0.0,0.0,0.0
833,3.481574544469245,3.4071822,3.5557377,3.482298116241789,3.465793,3.4996047,0.0,0.0,0.0
834,3.4873827885750512,3.4125419,3.561651,3.4864785461532426,3.4699535,3.5038059,0.0,0.0,0.0
835,3.48996870925409,3.415322,3.5640478,3.490658976064698,3.4741142,3.508007,0.0,0.0,0.0
836,3.4964030749942454,3.4225829,3.569896,3.4948394059761516,3.4782748,3.5122082,0.0,0.0,0.0
837,3.4998738424744533,3.426942,3.5729392,3.499019835887607,3.4824355,3.5164094,0.0,0.0,0.0
838,3.504987859797216,3.4310908,3.5781271,3.503200265799062,3.4865959,3.5206106,0.0,0.0,0.0
839,3.5088834108820817,3.4352536,3.5823894,3.5073806957105167,3.4907565,3.524812,0.0,0.0,0.0
840,3.5141266820875585,3.440089,3.5875463,3.511561125621971,3.4949172,3.5290132,0.0,0.0,0.0
841,3.515736750190356,3.4413745,3.5896935,3.5157415555334253,3.4990778,3.5332143,0.0,0.0,0.0
842,3.519311473727946,3.4443288,3.5943484,3.5199219854448804,3.5032384,3.5374155,0.0,0.0,0.0
843,3.524839779154669,3.4504552,3.5990386,3.5241024153563347,3.507399,3.5416167,0.0,0.0,0.0
844,3.5262721996558595,3.4514232,3.600943,3.5282828452677903,3.5115597,3.5458179,0.0,0.0,0.0
845,3.529910270761316,3.4546,3.604528,3.532463275179244,3.5157204,3.550019,0.0,0.0,0.0
846,3.5303400726350973,3.4550886,3.6047916,3.5366437050906994,3.519881,3.5542204,0.0,0.0,0.0
847,3.534524976775394,3.4601226,3.6085663,3.5408241350021536,3.5240414,3.5584216,0.0,0.0,0.0
848,3.5389796702566367,3.4650338,3.6125634,3.5450045649136093,3.528202,3.5626228,0.0,0.0,0.0
849,3.5440804984669554,3.469989,3.6174943,3.549184994825064,3.5323627,3.566824,0.0,0.0,0.0
850,3.5468343530218744,3.4724674,3.62056,3.5533654247365187,3.5365233,3.5710251,0.0,0.0,0.0
851,3.5509877880657217,3.4763098,3.6247077,3.5575458546479726,3.540684,3.5752263,0.0,0.0,0.0
852,3.5540651971303707,3.4790747,3.628232,3.561726284559428,3.5448446,3.5794275,0.0,0.0,0.0
853,3.5576550082959524,3.4830277,3.631575,3.565906714470883,3.5490053,3.5836287,0.0,0.0,0.0
854,3.565446248216228,3.4907653,3.6397376,3.570087144382337,3.553166,3.58783,0.0,0.0,0.0
855,3.5703114677270853,3.494387,3.6455073,3.5742675742937924,3.5573266,3.5920312,0.0,0.0,0.0
856,3.5730591174554616,3.4966753,3.6487663,3.5784480042052467,3.561487,3.5962324,0.0,0.0,0.0
857,3.575941655909493,3.4998662,3.6509254,3.5826284341167023,3.5656476,3.6004336,0.0,0.0,0.0
858,3.5798913882662444,3.5035584,3.6554866,3.586808864028157,3.5698082,3.6046348,0.0,0.0,0.0
859,3.5843067335443957,3.5095465,3.658422,3.5909892939396117,3.573969,3.608836,0.0,0.0,0.0
860,3.587594505167454,3.5119421,3.6622171,3.595169723851066,3.5781295,3.613037,0.0,0.0,0.0
861,3.5915651580651087,3.5157816,3.6666899,3.5993501537625208,3.5822902,3.6172385,0.0,0.0,0.0
862,3.5989560302771624,3.5227926,3.6742027,3.6035305836739755,3.5864508,3.6214397,0.0,0.0,0.0
863,3.6033185702575996,3.5265822,3.679145,3.6077110135854302,3.5906115,3.6256409,0.0,0.0,0.0
864,3.608564424330181,3.530961,3.6848493,3.611891443496885,3.594772,3.629842,0.0,0.0,0.0
865,3.6103515057753457,3.532061,3.6876376,3.6160718734083392,3.5989325,3.6340432,0.0,0.0,0.0
866,3.613275107283128,3.5345323,3.6906333,3.620252303319795,3.6030931,3.6382444,0.0,0.0,0.0
867,3.616887391938436,3.5372868,3.6942956,3.624432733231249,3.6072538,3.6424456,0.0,0.0,0.0
868,3.6209528711557164,3.5416868,3.6990066,3.628613163142704,3.6114144,3.6466467,0.0,0.0,0.0
869,3.624727122965211,3.545238,3.7032104,3.6327935930541577,3.615575,3.6508482,0.0,0.0,0.0
870,3.6337227942140675,3.5528324,3.713475,3.636974022965613,3.6197357,3.6550493,0.0,0.0,0.0
871,3.640985074313098,3.5594964,3.720703,3.6411544528770676,3.6238964,3.6592505,0.0,0.0,0.0
872,3.644380040416726,3.5638514,3.7238295,3.6453348827885232,3.628057,3.6634517,0.0,0.0,0.0
873,3.647794633440959,3.5677161,3.727128,3.649515312699978,3.6322176,3.6676528,0.0,0.0,0.0
874,3.6538627566384627,3.5735056,3.7332945,3.6536957426114327,3.636378,3.671854,0.0,0.0,0.0
875,3.6588941832860074,3.5785334,3.7391498,3.6578761725228874,3.6405387,3.6760552,0.0,0.0,0.0
876,3.661719028489252,3.580981,3.7420444,3.662056602434341,3.6446993,3.6802566,0.0,0.0,0.0
877,3.6645283749932878,3.5838082,3.7439141,3.666237032345796,3.64886,3.6844578,0.0,0.0,0.0
878,3.6695517541019296,3.5875359,3.7497108,3.670417462257251,3.6530206,3.688659,0.0,0.0,0.0
879,3.6743878679936723,3.5914712,3.7563264,3.674597892168705,3.6571813,3.6928601,0.0,0.0,0.0
880,3.6777750682524166,3.5946016,3.759023,3.678778322080161,3.661342,3.6970613,0.0,0.0,0.0
881,3.6786158093801267,3.595107,3.760095,3.682958751991615,3.6655025,3.7012625,0.0,0.0,0.0
882,3.686098094009293,3.6018856,3.7676668,3.68713918190307,3.6696632,3.7054636,0.0,0.0,0.0
883,3.693623021352185,3.6093004,3.775607,3.691319611814525,3.6738236,3.7096648,0.0,0.0,0.0
884,3.7012924756790957,3.6170135,3.7829444,3.6955000417259782,3.6779842,3.7138662,0.0,0.0,0.0
885,3.7081765673442133,3.624291,3.7889016,3.699680471637433,3.6821449,3.7180674,0.0,0.0,0.0
886,3.7107887551597614,3.6262574,3.7921183,3.7038609015488877,3.6863055,3.7222686,0.0,0.0,0.0
887,3.7160295206272322,3.6318095,3.7975821,3.708041331460344,3.6904662,3.7264698,0.0,0.0,0.0
888,3.720243276169661,3.6345692,3.8022933,3.7122217613717985,3.6946268,3.730671,0.0,0.0,0.0
889,3.725931991888624,3.6381838,3.809729,3.716402191283253,3.6987875,3.734872,0.0,0.0,0.0
890,3.730177825874408,3.6425161,3.8144758,3.7205826211947075,3.702948,3.7390733,0.0,0.0,0.0
891,3.7359906843451,3.6481779,3.821464,3.7247630511061636,3.7071087,3.7432747,0.0,0.0,0.0
892,3.7421955209007534,3.6542485,3.8280077,3.7289434810176174,3.7112691,3.7474759,0.0,0.0,0.0
893,3.747039927084731,3.6592638,3.8316839,3.7331239109290726,3.7154298,3.751677,0.0,0.0,0.0
894,3.749981572423733,3.6627896,3.8348947,3.737304340840526,3.7195904,3.7558782,0.0,0.0,0.0
895,3.7542323776135884,3.666457,3.839288,3.741484770751982,3.723751,3.7600794,0.0,0.0,0.0
896,3.75705248129821,3.6685188,3.8436537,3.7456652006634372,3.7279117,3.7642806,0.0,0.0,0.0
897,3.7620054864425967,3.6735365,3.8489237,3.74984563057489,3.7320724,3.7684817,0.0,0.0,0.0
898,3.76387128143788,3.6753228,3.8507652,3.754026060486345,3.736233,3.772683,0.0,0.0,0.0
899,3.7678214940006147,3.6776114,3.856155,3.7582064903977987,3.7403936,3.7768843,0.0,0.0,0.0
900,3.770270548943583,3.6801426,3.8585157,3.762386920309255,3.7445543,3.7810855,0.0,0.0,0.0
901,3.772849180315268,3.6824098,3.8611007,3.76656735022071,3.7487147,3.7852867,0.0,0.0,0.0
902,3.774404300540339,3.6839209,3.8632588,3.7707477801321647,3.7528753,3.7894878,0.0,0.0,0.0
903,3.7814385821083722,3.690652,3.870153,3.774928210043619,3.757036,3.793689,0.0,0.0,0.0
904,3.786710034958779,3.6973934,3.8741632,3.779108639955074,3.7611966,3.7978902,0.0,0.0,0.0
905,3.7914652634931536,3.7015507,3.8796282,3.783289069866528,3.7653573,3.8020914,0.0,0.0,0.0
906,3.797305184976422,3.7072656,3.8857849,3.7874694997779836,3.769518,3.8062928,0.0,0.0,0.0
907,3.7976697057563698,3.7074547,3.8862517,3.7916499296894375,3.7736785,3.810494,0.0,0.0,0.0
908,3.8001576000236788,3.7104602,3.8885133,3.7958303596008918,3.7778392,3.8146951,0.0,0.0,0.0
909,3.805911178078676,3.717563,3.893622,3.8000107895123483,3.7819998,3.8188963,0.0,0.0,0.0
910,3.8094600519017052,3.7211037,3.8967826,3.804191219423802,3.7861602,3.8230975,0.0,0.0,0.0
911,3.812775981586207,3.7240508,3.9000924,3.8083716493352577,3.7903209,3.8272986,0.0,0.0,0.0
912,3.8172257024063114,3.7285361,3.9039006,3.8125520792467116,3.7944815,3.8314998,0.0,0.0,0.0
913,3.8211397059057353,3.7323775,3.9090452,3.816732509158166,3.7986422,3.835701,0.0,0.0,0.0
914,3.82562476804359,3.7367187,3.9133658,3.82091293906962,3.8028028,3.8399024,0.0,0.0,0.0
915,3.830319734126515,3.7407303,3.91907,3.8250933689810753,3.8069634,3.8441036,0.0,0.0,0.0
916,3.8347402218817797,3.7453024,3.9235106,3.829273798892529,3.811124,3.8483047,0.0,0.0,0.0
917,3.8390019832552555,3.7490427,3.9292545,3.833454228803986,3.8152847,3.852506,0.0,0.0,0.0
918,3.842442472927775,3.7521722,3.9320126,3.8376346587154395,3.8194454,3.856707,0.0,0.0,0.0
919,3.8446694925604876,3.754247,3.93408,3.841815088626895,3.8236058,3.8609083,0.0,0.0,0.0
920,3.8476111895350273,3.7570143,3.9375553,3.84599551853835,3.8277664,3.8651094,0.0,0.0,0.0
921,3.851492134552131,3.7603292,3.9425728,3.850175948449804,3.831927,3.8693109,0.0,0.0,0.0
922,3.8532335100606345,3.7621005,3.9439476,3.8543563783612598,3.8360877,3.873512,0.0,0.0,0.0
923,3.8578611473915294,3.7661786,3.948944,3.8585368082727127,3.8402483,3.8777132,0.0,0.0,0.0
924,3.862136683646517,3.7700899,3.9538357,3.8627172381841697,3.844409,3.8819144,0.0,0.0,0.0
925,3.8647904805678643,3.772303,3.9569464,3.866897668095624,3.8485696,3.8861156,0.0,0.0,0.0
926,3.866580210678934,3.7735486,3.958585,3.8710780980070796,3.8527303,3.8903167,0.0,0.0,0.0
927,3.871319327869327,3.7783523,3.962536,3.875258527918533,3.856891,3.894518,0.0,0.0,0.0
928,3.8747493309184944,3.7804933,3.967146,3.8794389578299873,3.8610513,3.8987193,0.0,0.0,0.0
929,3.878605044193851,3.7856538,3.9702363,3.8836193877414424,3.865212,3.9029205,0.0,0.0,0.0
930,3.885003945850999,3.791682,3.976655,3.8877998176528967,3.8693726,3.9071217,0.0,0.0,0.0
931,3.88956570877866,3.7971723,3.9806716,3.891980247564352,3.8735332,3.9113228,0.0,0.0,0.0
932,3.8953332141839483,3.8033476,3.9865963,3.896160677475807,3.877694,3.915524,0.0,0.0,0.0
933,3.898255866818339,3.8065345,3.9892225,3.900341107387261,3.8818545,3.9197252,0.0,0.0,0.0
934,3.900110463682429,3.8081205,3.9913192,3.904521537298716,3.8860152,3.9239264,0.0,0.0,0.0
935,3.9039698330044605,3.8121853,3.9954019,3.9087019672101704,3.8901758,3.9281275,0.0,0.0,0.0
936,3.905354454720238,3.813527,3.9962893,3.9128823971216256,3.8943365,3.932329,0.0,0.0,0.0
937,3.907306849530301,3.8166597,3.9972749,3.9170628270330794,3.8984969,3.93653,0.0,0.0,0.0
938,3.9121462525021533,3.8222847,4.001596,3.921243256944535,3.9026575,3.9407313,0.0,0.0,0.0
939,3.9178187410931966,3.8281884,4.007085,3.9254236868559897,3.9068182,3.9449325,0.0,0.0,0.0
940,3.922312711849041,3.8323624,4.0112777,3.9296041167674454,3.9109788,3.9491336,0.0,0.0,0.0
941,3.923810678183723,3.833331,4.013554,3.933784546678899,3.9151394,3.9533348,0.0,0.0,0.0
942,3.9286764958359592,3.8372312,4.0194955,3.937964976590354,3.9193,3.957536,0.0,0.0,0.0
943,3.9309793861232323,3.840459,4.0208583,3.9421454065018087,3.9234607,3.9617374,0.0,0.0,0.0
944,3.9341807230244936,3.8435183,4.024442,3.9463258364132625,3.9276214,3.9659386,0.0,0.0,0.0
945,3.9378618256177713,3.8457086,4.02925,3.9505062663247172,3.931782,3.9701397,0.0,0.0,0.0
946,3.9465541189510156,3.853768,4.0390105,3.9546866962361724,3.9359424,3.974341,0.0,0.0,0.0
947,3.949634880853542,3.8566387,4.0425854,3.958867126147628,3.940103,3.978542,0.0,0.0,0.0
948,3.9554264903245815,3.862455,4.048104,3.9630475560590814,3.9442637,3.9827433,0.0,0.0,0.0
949,3.9594879679734363,3.8666039,4.052581,3.967227985970537,3.9484243,3.9869444,0.0,0.0,0.0
950,3.9668872142172615,3.8739731,4.0598936,3.9714084158819913,3.952585,3.9911456,0.0,0.0,0.0
951,3.9712795528030815,3.8784027,4.0646014,3.975588845793446,3.9567456,3.995347,0.0,0.0,0.0
952,3.9754132271937914,3.8816628,4.069528,3.9797692757049004,3.9609063,3.9995482,0.0,0.0,0.0
953,3.983029485875052,3.8886032,4.0788097,3.983949705616354,3.965067,4.0037494,0.0,0.0,0.0
954,3.986993933544867,3.8923264,4.082963,3.9881301355278103,3.9692276,4.007951,0.0,0.0,0.0
955,3.9933147945618415,3.898119,4.0885253,3.9923105654392645,3.973388,4.012152,0.0,0.0,0.0
956,3.996008556988149,3.9004283,4.0912914,3.9964909953507197,3.9775486,4.016353,0.0,0.0,0.0
957,3.9989155830447474,3.903665,4.093986,4.0006714252621745,3.9817092,4.0205545,0.0,0.0,0.0
958,4.001216964332801,3.9066548,4.095414,4.004851855173629,3.98587,4.0247555,0.0,0.0,0.0
959,4.0048091704149895,3.9111795,4.098171,4.009032285085084,3.9900305,4.028957,0.0,0.0,0.0
960,4.01206324704624,3.917729,4.10556,4.013212714996539,3.9941912,4.033158,0.0,0.0,0.0
961,4.020309215389991,3.9248133,4.1149354,4.017393144907993,3.9983518,4.037359,0.0,0.0,0.0
962,4.025114182966437,3.931598,4.1182423,4.021573574819448,4.002512,4.0415606,0.0,0.0,0.0
963,4.029070850726949,3.9362645,4.1210666,4.025754004730903,4.006673,4.0457616,0.0,0.0,0.0
964,4.033391506930308,3.9409647,4.125195,4.0299344346423585,4.0108333,4.049963,0.0,0.0,0.0
965,4.036415691315576,3.94466,4.127626,4.034114864553812,4.014994,4.054164,0.0,0.0,0.0
966,4.042333369159814,3.9508274,4.1333046,4.038295294465267,4.0191545,4.0583653,0.0,0.0,0.0
967,4.045579130370198,3.954403,4.136353,4.042475724376721,4.0233154,4.0625663,0.0,0.0,0.0
968,4.050955379592824,3.9590938,4.142002,4.046656154288176,4.027476,4.0667677,0.0,0.0,0.0
969,4.056834044283262,3.9646945,4.148436,4.050836584199632,4.031636,4.070969,0.0,0.0,0.0
970,4.062767313683364,3.9697123,4.1551805,4.055017014111086,4.035797,4.07517,0.0,0.0,0.0
971,4.065116812384788,3.9709194,4.158506,4.059197444022542,4.0399575,4.0793715,0.0,0.0,0.0
972,4.066947153783264,3.9723732,4.1604657,4.063377873933995,4.0441184,4.0835724,0.0,0.0,0.0
973,4.069770786696813,3.975256,4.16337,4.06755830384545,4.048279,4.087774,0.0,0.0,0.0
974,4.073766131239087,3.979143,4.167379,4.071738733756905,4.0524397,4.0919747,0.0,0.0,0.0
975,4.079155348647299,3.985045,4.1717744,4.07591916366836,4.0566,4.096176,0.0,0.0,0.0
976,4.082995011944108,3.9879012,4.176649,4.080099593579813,4.060761,4.100377,0.0,0.0,0.0
977,4.089016317857706,3.9928846,4.1839643,4.084280023491269,4.0649214,4.1045785,0.0,0.0,0.0
978,4.090941414647972,3.9943364,4.186283,4.088460453402724,4.069082,4.10878,0.0,0.0,0.0
979,4.095784944807181,3.9991307,4.1916666,4.092640883314178,4.0732427,4.112981,0.0,0.0,0.0
980,4.101263038935222,4.0039687,4.1983476,4.096821313225634,4.077403,4.1171823,0.0,0.0,0.0
981,4.103863771378394,4.005983,4.200967,4.101001743137086,4.081564,4.121383,0.0,0.0,0.0
982,4.106652256250866,4.0089746,4.2032976,4.105182173048543,4.0857244,4.1255846,0.0,0.0,0.0
983,4.111806355752068,4.014767,4.2075033,4.109362602959997,4.089885,4.1297855,0.0,0.0,0.0
984,4.11545046419223,4.018494,4.2106495,4.113543032871452,4.0940456,4.133987,0.0,0.0,0.0
985,4.116257620871461,4.019365,4.2113466,4.117723462782907,4.0982065,4.1381884,0.0,0.0,0.0
986,4.119893400914261,4.022277,4.215817,4.121903892694362,4.102367,4.1423893,0.0,0.0,0.0
987,4.123298033467702,4.024923,4.2204523,4.126084322605816,4.1065273,4.1465907,0.0,0.0,0.0
988,4.1313239600910086,4.0345893,4.227927,4.130264752517272,4.110688,4.1507916,0.0,0.0,0.0
989,4.133225495521661,4.0364,4.229863,4.134445182428725,4.1148486,4.154993,0.0,0.0,0.0
990,4.138534033315929,4.0419827,4.235674,4.1386256123401814,4.1190095,4.159194,0.0,0.0,0.0
991,4.144065154198555,4.0475235,4.2408433,4.142806042251634,4.12317,4.1633954,0.0,0.0,0.0
992,4.147567823558142,4.05181,4.243353,4.146986472163089,4.127331,4.167597,0.0,0.0,0.0
993,4.150091125953264,4.0552235,4.2454057,4.151166902074545,4.131491,4.1717978,0.0,0.0,0.0
994,4.154709035447487,4.0582566,4.251173,4.1553473319859995,4.135652,4.175999,0.0,0.0,0.0
995,4.159853961893907,4.0631094,4.2567153,4.159527761897454,4.1398125,4.1802,0.0,0.0,0.0
996,4.165060676848467,4.068669,4.261594,4.16370819180891,4.143973,4.1844015,0.0,0.0,0.0
997,4.169841578038313,4.073726,4.266669,4.167888621720364,4.1481338,4.1886024,0.0,0.0,0.0
998,4.17402350972027,4.0772486,4.2706976,4.172069051631818,4.152294,4.192804,0.0,0.0,0.0
999,4.178617421289487,4.0813475,4.2758293,4.176249481543274,4.156455,4.1970053,0.0,0.0,0.0
1000,4.181026460540659,4.0838594,4.2782674,4.180429911454729,4.1606154,4.201206,0.0,0.0,0.0
1001,4.183195918031048,4.0861793,4.280685,4.1846103413661835,4.1647763,4.2054076,0.0,0.0,0.0
1002,4.1860236542146865,4.088049,4.284125,4.188790771277636,4.1689367,4.2096086,0.0,0.0,0.0
1003,4.1900257949763455,4.0930653,4.2871675,4.192971201189093,4.1730976,4.21381,0.0,0.0,0.0
1004,4.192664018888782,4.0959606,4.2895794,4.197151631100548,4.177258,4.218011,0.0,0.0,0.0
1005,4.195486618829145,4.0989914,4.2924304,4.201332061012001,4.1814184,4.2222123,0.0,0.0,0.0
1006,4.199385295534124,4.103943,4.295447,4.205512490923455,4.1855793,4.2264132,0.0,0.0,0.0
1007,4.205994502971737,4.110635,4.3014774,4.209692920834911,4.1897397,4.2306147,0.0,0.0,0.0
1008,4.208697826535566,4.1139555,4.3038254,4.213873350746367,4.1939006,4.234816,0.0,0.0,0.0
1009,4.211617530514671,4.1177154,4.3062015,4.21805378065782,4.198061,4.239017,0.0,0.0,0.0
1010,4.216069377263553,4.1217823,4.3102202,4.222234210569275,4.202222,4.2432184,0.0,0.0,0.0
1011,4.218736815449012,4.1251173,4.3132367,4.226414640480729,4.2063823,4.2474194,0.0,0.0,0.0
1012,4.221697423467644,4.127441,4.3166795,4.230595070392185,4.210543,4.251621,0.0,0.0,0.0
1013,4.2256867598295385,4.130677,4.3213143,4.2347755003036385,4.2147036,4.2558217,0.0,0.0,0.0
1014,4.229737398152275,4.1341586,4.325813,4.238955930215094,4.218864,4.260023,0.0,0.0,0.0
1015,4.236831827803159,4.1402855,4.333377,4.24313636012655,4.223025,4.2642245,0.0,0.0,0.0
1016,4.2396569815015654,4.1429586,4.3367577,4.2473167900380036,4.2271852,4.2684255,0.0,0.0,0.0
1017,4.243531958831782,4.147037,4.3403335,4.251497219949458,4.231346,4.272627,0.0,0.0,0.0
1018,4.245118504895528,4.1491337,4.341528,4.255677649860912,4.2355065,4.276828,0.0,0.0,0.0
1019,4.247821206002175,4.1519456,4.3442483,4.259858079772367,4.2396674,4.281029,0.0,0.0,0.0
1020,4.2503982556451545,4.15383,4.3472624,4.2640385096838225,4.243828,4.28523,0.0,0.0,0.0
1021,4.25640544436036,4.1593847,4.3540716,4.268218939595275,4.2479887,4.2894316,0.0,0.0,0.0
1022,4.259945878135645,4.163472,4.357251,4.272399369506731,4.252149,4.293633,0.0,0.0,0.0
1023,4.265149277642413,4.1698375,4.3612933,4.276579799418187,4.2563095,4.297834,0.0,0.0,0.0
1024,4.269264204071624,4.1741214,4.365026,4.280760229329641,4.2604704,4.3020353,0.0,0.0,0.0
1025,4.273420772620763,4.1777496,4.3691945,4.284940659241096,4.264631,4.3062363,0.0,0.0,0.0
1026,4.277378601003949,4.182001,4.3737426,4.28912108915255,4.2687917,4.3104377,0.0,0.0,0.0
1027,4.281336034013664,4.185522,4.3774815,4.293301519064005,4.272952,4.3146386,0.0,0.0,0.0
1028,4.28556429606562,4.189846,4.381362,4.297481948975459,4.277113,4.31884,0.0,0.0,0.0
1029,4.2879807645521,4.192807,4.3833957,4.301662378886916,4.2812734,4.3230414,0.0,0.0,0.0
1030,4.2919871468701025,4.196366,4.387102,4.305842808798371,4.2854342,4.3272424,0.0,0.0,0.0
1031,4.294351486760281,4.1981235,4.3901615,4.310023238709826,4.2895947,4.331444,0.0,0.0,0.0
1032,4.29702524363083,4.200991,4.392649,4.314203668621279,4.293755,4.3356447,0.0,0.0,0.0
1033,4.302281978258928,4.206351,4.397748,4.318384098532735,4.297916,4.339846,0.0,0.0,0.0
1034,4.3085653553045,4.2138715,4.4030356,4.32256452844419,4.3020763,4.344047,0.0,0.0,0.0
1035,4.314789821471673,4.2213855,4.408632,4.3267449583556425,4.306237,4.3482485,0.0,0.0,0.0
1036,4.321200436759771,4.228646,4.4149547,4.330925388267099,4.3103976,4.3524494,0.0,0.0,0.0
1037,4.326099052878184,4.232711,4.4210076,4.335105818178553,4.3145585,4.356651,0.0,0.0,0.0
1038,4.3283889010163135,4.234369,4.423144,4.339286248090008,4.318719,4.3608522,0.0,0.0,0.0
1039,4.332855230251904,4.2397175,4.427005,4.343466678001462,4.32288,4.365053,0.0,0.0,0.0
1040,4.335975210472791,4.243569,4.4296966,4.347647107912918,4.32704,4.3692546,0.0,0.0,0.0
1041,4.339777608938833,4.2466235,4.433305,4.351827537824372,4.3312006,4.3734555,0.0,0.0,0.0
1042,4.343692266522644,4.2507515,4.4375234,4.356007967735826,4.3353615,4.377657,0.0,0.0,0.0
1043,4.348268675105007,4.255493,4.4417644,4.36018839764728,4.339522,4.381858,0.0,0.0,0.0
1044,4.353999196464074,4.261904,4.446357,4.364368827558736,4.343683,4.3860593,0.0,0.0,0.0
1045,4.357020624502832,4.2653265,4.449063,4.368549257470191,4.347843,4.3902607,0.0,0.0,0.0
1046,4.362001128180572,4.2698703,4.4538217,4.3727296873816455,4.352004,4.3944616,0.0,0.0,0.0
1047,4.366492250200087,4.2739167,4.4589806,4.376910117293099,4.3561645,4.398663,0.0,0.0,0.0
1048,4.371093623772053,4.277724,4.4649115,4.381090547204554,4.3603253,4.402864,0.0,0.0,0.0
1049,4.374651250988966,4.280567,4.4694266,4.38527097711601,4.3644857,4.4070654,0.0,0.0,0.0
1050,4.3806834524624865,4.2851825,4.476557,4.389451407027463,4.368646,4.4112663,0.0,0.0,0.0
1051,4.383075588829466,4.287505,4.4794803,4.393631836938919,4.372807,4.4154677,0.0,0.0,0.0
1052,4.386612983205928,4.290928,4.483825,4.397812266850375,4.3769674,4.419669,0.0,0.0,0.0
1053,4.395700048312755,4.2986026,4.493505,4.401992696761829,4.3811283,4.42387,0.0,0.0,0.0
1054,4.396999009828676,4.300144,4.4951777,4.406173126673283,4.3852887,4.4280715,0.0,0.0,0.0
1055,4.402673037823886,4.306158,4.5010147,4.410353556584738,4.3894496,4.4322724,0.0,0.0,0.0
1056,4.407586154888591,4.3103848,4.5056763,4.414533986496193,4.39361,4.436474,0.0,0.0,0.0
