horizon,empirical_gap_mean,empirical_gap_ci_lower,empirical_gap_ci_upper,predicted_gap_mean,predicted_gap_ci_lower,predicted_gap_ci_upper,pair_error_mean,pair_error_ci_lower,pair_error_ci_upper
3381,14.165519829689703,13.962228,14.363486,14.134033530628436,14.067041,14.204278,0.0,0.0,0.0
3382,14.173514418043363,13.968973,14.371405,14.138213960539884,14.071202,14.208479,0.0,0.0,0.0
3383,14.176684367553323,13.972577,14.374854,14.142394390451342,14.075363,14.21268,0.0,0.0,0.0
3384,14.178386460825886,13.974316,14.376135,14.146574820362797,14.079524,14.216882,0.0,0.0,0.0
3385,14.185126472752009,13.981934,14.381563,14.150755250274253,14.083684,14.221083,0.0,0.0,0.0
3386,14.190484226983695,13.988109,14.38611,14.154935680185707,14.087845,14.225284,0.0,0.0,0.0
3387,14.196673685028506,13.994216,14.39142,14.159116110097163,14.092006,14.229485,0.0,0.0,0.0
3388,14.202688357641005,14.000573,14.397925,14.163296540008615,14.096166,14.233686,0.0,0.0,0.0
3389,14.20531175517166,14.003913,14.399369,14.167476969920068,14.100327,14.237887,0.0,0.0,0.0
3390,14.20955384948468,14.006702,14.404928,14.17165739983153,14.104487,14.242088,0.0,0.0,0.0
3391,14.213779268754399,14.012803,14.4074135,14.175837829742981,14.108648,14.246289,0.0,0.0,0.0
3392,14.217505088270087,14.017174,14.411384,14.180018259654437,14.112808,14.250491,0.0,0.0,0.0
3393,14.220169091771492,14.020188,14.41473,14.184198689565887,14.116969,14.254692,0.0,0.0,0.0
3394,14.228590739227819,14.027557,14.423635,14.188379119477348,14.12113,14.258893,0.0,0.0,0.0
3395,14.234062122536601,14.033192,14.429611,14.1925595493888,14.125291,14.263095,0.0,0.0,0.0
3396,14.239699535825597,14.039827,14.434421,14.196739979300256,14.129451,14.267296,0.0,0.0,0.0
3397,14.244642576944612,14.045519,14.438145,14.200920409211712,14.133612,14.271497,0.0,0.0,0.0
3398,14.249595225532923,14.050089,14.443157,14.205100839123164,14.137773,14.275698,0.0,0.0,0.0
3399,14.253040087663239,14.052879,14.446804,14.20928126903462,14.1419325,14.2799,0.0,0.0,0.0
3400,14.25743500517274,14.0576935,14.45115,14.213461698946075,14.146093,14.284101,0.0,0.0,0.0
3401,14.26077023828727,14.060859,14.454697,14.217642128857527,14.150254,14.288301,0.0,0.0,0.0
3402,14.265887124848916,14.065087,14.459681,14.221822558768983,14.154415,14.292503,0.0,0.0,0.0
3403,14.26944058854149,14.067863,14.4646845,14.226002988680442,14.158575,14.296704,0.0,0.0,0.0
3404,14.274527248785242,14.073924,14.469438,14.23018341859189,14.162736,14.300905,0.0,0.0,0.0
3405,14.276841121476847,14.076195,14.471333,14.234363848503344,14.166897,14.305106,0.0,0.0,0.0
3406,14.280707913188627,14.081312,14.474395,14.238544278414798,14.171057,14.309308,0.0,0.0,0.0
3407,14.284210365696543,14.083394,14.478226,14.242724708326257,14.175218,14.313509,0.0,0.0,0.0
3408,14.286398710383997,14.085427,14.480405,14.246905138237713,14.1793785,14.31771,0.0,0.0,0.0
3409,14.290692205101417,14.089794,14.484263,14.251085568149167,14.183539,14.321912,0.0,0.0,0.0
3410,14.297194317337496,14.096119,14.490858,14.255265998060619,14.187699,14.326113,0.0,0.0,0.0
3411,14.301156876943853,14.100989,14.4951515,14.259446427972073,14.19186,14.330314,0.0,0.0,0.0
3412,14.308338478405693,14.108716,14.502328,14.263626857883532,14.196021,14.334515,0.0,0.0,0.0
3413,14.310890839042807,14.110474,14.505886,14.267807287794984,14.200182,14.3387165,0.0,0.0,0.0
3414,14.314289427360126,14.113226,14.510095,14.271987717706443,14.204342,14.342917,0.0,0.0,0.0
3415,14.318647298286093,14.116974,14.5145855,14.276168147617891,14.208503,14.347118,0.0,0.0,0.0
3416,14.323050958286789,14.120993,14.519791,14.280348577529349,14.212664,14.35132,0.0,0.0,0.0
3417,14.325957771592439,14.124449,14.522506,14.284529007440803,14.216824,14.355521,0.0,0.0,0.0
3418,14.329629203916928,14.128706,14.526639,14.28870943735226,14.220984,14.359722,0.0,0.0,0.0
3419,14.331949545440414,14.131201,14.527892,14.292889867263717,14.225145,14.363923,0.0,0.0,0.0
3420,14.337382411304246,14.13605,14.534474,14.29707029717517,14.229306,14.368125,0.0,0.0,0.0
3421,14.342877759224216,14.1427,14.539923,14.301250727086622,14.233466,14.372326,0.0,0.0,0.0
3422,14.345810639360321,14.145723,14.54237,14.30543115699808,14.237627,14.376527,0.0,0.0,0.0
3423,14.351367387482076,14.151358,14.546841,14.309611586909536,14.241788,14.380729,0.0,0.0,0.0
3424,14.359191543857513,14.161834,14.553561,14.313792016820987,14.245948,14.38493,0.0,0.0,0.0
3425,14.36417865719014,14.166643,14.557792,14.317972446732446,14.250109,14.389131,0.0,0.0,0.0
3426,14.36973910776375,14.172203,14.563793,14.322152876643896,14.25427,14.393332,0.0,0.0,0.0
3427,14.373368675687392,14.175522,14.567795,14.326333306555354,14.2584305,14.397533,0.0,0.0,0.0
3428,14.377839202723704,14.179384,14.573999,14.33051373646681,14.26259,14.401734,0.0,0.0,0.0
3429,14.382951447091333,14.18379,14.579799,14.334694166378261,14.266751,14.405935,0.0,0.0,0.0
3430,14.387590412047727,14.187724,14.5854,14.338874596289719,14.270912,14.410137,0.0,0.0,0.0
3431,14.39301515122624,14.191851,14.591314,14.34305502620117,14.275073,14.414338,0.0,0.0,0.0
3432,14.39729137543724,14.195495,14.595699,14.347235456112628,14.279233,14.418539,0.0,0.0,0.0
3433,14.401881179718323,14.200156,14.600091,14.351415886024082,14.283394,14.42274,0.0,0.0,0.0
3434,14.404799799873247,14.202567,14.603562,14.355596315935538,14.287555,14.426942,0.0,0.0,0.0
3435,14.405439126141887,14.203196,14.604378,14.359776745846991,14.291715,14.431143,0.0,0.0,0.0
3436,14.407653303293795,14.205613,14.60573,14.363957175758447,14.295876,14.435344,0.0,0.0,0.0
3437,14.410461986549361,14.2086735,14.608802,14.368137605669899,14.300036,14.439546,0.0,0.0,0.0
3438,14.4142451064615,14.212608,14.612715,14.372318035581351,14.304197,14.443747,0.0,0.0,0.0
3439,14.416734643891846,14.215248,14.614988,14.376498465492809,14.308357,14.4479475,0.0,0.0,0.0
3440,14.41959319838795,14.217819,14.617415,14.380678895404264,14.312518,14.452148,0.0,0.0,0.0
3441,14.421621232064714,14.220385,14.619368,14.384859325315718,14.316679,14.45635,0.0,0.0,0.0
3442,14.427161195399897,14.226613,14.624555,14.389039755227172,14.320839,14.460551,0.0,0.0,0.0
3443,14.429433185959725,14.228955,14.626405,14.39322018513863,14.325,14.464752,0.0,0.0,0.0
3444,14.434254078947566,14.235557,14.629267,14.397400615050083,14.329161,14.468954,0.0,0.0,0.0
3445,14.436963913923652,14.237339,14.632713,14.401581044961539,14.333322,14.473155,0.0,0.0,0.0
3446,14.439549535914274,14.239884,14.635902,14.405761474872993,14.3374815,14.477356,0.0,0.0,0.0
3447,14.445037435814024,14.244005,14.642838,14.409941904784443,14.341642,14.481557,0.0,0.0,0.0
3448,14.449863497766074,14.249358,14.646609,14.414122334695902,14.345803,14.485759,0.0,0.0,0.0
3449,14.45178888099539,14.252534,14.6482315,14.418302764607356,14.349964,14.48996,0.0,0.0,0.0
3450,14.454735207795812,14.254681,14.650928,14.42248319451881,14.354124,14.494161,0.0,0.0,0.0
3451,14.460419001114031,14.261656,14.655782,14.426663624430269,14.358285,14.498362,0.0,0.0,0.0
3452,14.462291491539059,14.263375,14.657563,14.430844054341721,14.362446,14.502563,0.0,0.0,0.0
3453,14.464808344668375,14.26576,14.660254,14.435024484253173,14.366606,14.506764,0.0,0.0,0.0
3454,14.465765710362978,14.266614,14.661284,14.43920491416463,14.370767,14.510965,0.0,0.0,0.0
3455,14.470685953571648,14.272306,14.666154,14.443385344076086,14.3749275,14.515167,0.0,0.0,0.0
3456,14.471991698199899,14.273428,14.667385,14.44756577398754,14.379088,14.519368,0.0,0.0,0.0
3457,14.474357016156432,14.275727,14.670351,14.451746203898997,14.383248,14.523569,0.0,0.0,0.0
3458,14.479837176269541,14.280087,14.6767845,14.455926633810451,14.387409,14.52777,0.0,0.0,0.0
3459,14.485163104410303,14.285405,14.681597,14.460107063721905,14.39157,14.531972,0.0,0.0,0.0
3460,14.488092128234591,14.288415,14.684789,14.464287493633357,14.39573,14.536173,0.0,0.0,0.0
3461,14.491566171113663,14.291784,14.688845,14.468467923544813,14.399891,14.540374,0.0,0.0,0.0
3462,14.4962772417187,14.29712,14.692957,14.472648353456265,14.404052,14.544576,0.0,0.0,0.0
3463,14.498782644493165,14.299265,14.695035,14.476828783367726,14.408213,14.548777,0.0,0.0,0.0
3464,14.501357973759564,14.301716,14.697402,14.48100921327918,14.412373,14.552978,0.0,0.0,0.0
3465,14.505780557809247,14.306501,14.702456,14.485189643190635,14.416533,14.5571785,0.0,0.0,0.0
3466,14.514147017593467,14.316145,14.710162,14.489370073102085,14.420694,14.56138,0.0,0.0,0.0
3467,14.520685110594476,14.322433,14.717491,14.49355050301354,14.424855,14.565581,0.0,0.0,0.0
3468,14.525451642391607,14.32636,14.722345,14.497730932924997,14.429015,14.569782,0.0,0.0,0.0
3469,14.530820407851646,14.332869,14.727508,14.501911362836454,14.433176,14.573984,0.0,0.0,0.0
3470,14.533321953722856,14.334581,14.72981,14.506091792747906,14.437337,14.578185,0.0,0.0,0.0
3471,14.536914079538075,14.337693,14.733211,14.510272222659358,14.441497,14.582386,0.0,0.0,0.0
3472,14.54068567997198,14.341085,14.738639,14.514452652570816,14.445658,14.586587,0.0,0.0,0.0
3473,14.544563654372217,14.345111,14.741133,14.518633082482266,14.449819,14.590789,0.0,0.0,0.0
3474,14.547239188195354,14.347471,14.744187,14.522813512393725,14.4539795,14.59499,0.0,0.0,0.0
3475,14.552717661944376,14.354332,14.749089,14.526993942305175,14.458139,14.599191,0.0,0.0,0.0
3476,14.555504348337736,14.357513,14.751408,14.53117437221663,14.4623,14.603393,0.0,0.0,0.0
3477,14.561938220743336,14.36246,14.759229,14.535354802128088,14.466461,14.607594,0.0,0.0,0.0
3478,14.568469723428592,14.369833,14.764907,14.539535232039542,14.470621,14.611794,0.0,0.0,0.0
3479,14.570890995596226,14.372904,14.767242,14.543715661951001,14.474782,14.615995,0.0,0.0,0.0
3480,14.574447238866178,14.376038,14.771086,14.547896091862452,14.478943,14.620197,0.0,0.0,0.0
3481,14.577788117243633,14.379997,14.773657,14.552076521773909,14.483104,14.624398,0.0,0.0,0.0
3482,14.57847790649381,14.380822,14.774407,14.55625695168536,14.487264,14.628599,0.0,0.0,0.0
3483,14.584416869388813,14.385894,14.78017,14.560437381596815,14.491425,14.632801,0.0,0.0,0.0
3484,14.591084389796293,14.393324,14.7868,14.56461781150827,14.495585,14.637002,0.0,0.0,0.0
3485,14.59575602033984,14.398234,14.791576,14.568798241419726,14.499745,14.641203,0.0,0.0,0.0
3486,14.599062281802539,14.401759,14.79368,14.572978671331182,14.503906,14.645404,0.0,0.0,0.0
3487,14.603323325164721,14.405543,14.798148,14.577159101242636,14.508067,14.649606,0.0,0.0,0.0
3488,14.610498640063241,14.411999,14.806804,14.581339531154093,14.512228,14.653807,0.0,0.0,0.0
3489,14.617729133807313,14.418487,14.816065,14.585519961065547,14.516388,14.658008,0.0,0.0,0.0
3490,14.621569092262405,14.421263,14.81954,14.589700390977002,14.520549,14.6622095,0.0,0.0,0.0
3491,14.626268287378998,14.426302,14.824469,14.593880820888455,14.52471,14.66641,0.0,0.0,0.0
3492,14.628424753948691,14.428202,14.826983,14.598061250799912,14.528871,14.670611,0.0,0.0,0.0
3493,14.63201596219563,14.431854,14.831766,14.602241680711364,14.5330305,14.674812,0.0,0.0,0.0
3494,14.63408461157229,14.434193,14.832994,14.606422110622816,14.537191,14.679014,0.0,0.0,0.0
3495,14.636904137095545,14.437174,14.834892,14.610602540534273,14.541352,14.683215,0.0,0.0,0.0
3496,14.641129354104601,14.441524,14.840468,14.61478297044573,14.545512,14.687416,0.0,0.0,0.0
3497,14.643403036226971,14.443283,14.842432,14.618963400357185,14.549673,14.691618,0.0,0.0,0.0
3498,14.648384526232954,14.447663,14.847713,14.623143830268635,14.553834,14.695819,0.0,0.0,0.0
3499,14.652247138950248,14.450457,14.852303,14.62732426018009,14.557995,14.70002,0.0,0.0,0.0
3500,14.657175482379529,14.455423,14.858046,14.63150469009155,14.562155,14.704221,0.0,0.0,0.0
3501,14.659339942890837,14.457404,14.859862,14.635685120003002,14.566316,14.708423,0.0,0.0,0.0
3502,14.663350789412359,14.46089,14.864176,14.639865549914457,14.570477,14.712624,0.0,0.0,0.0
3503,14.665806754094726,14.4650135,14.8663225,14.64404597982591,14.574636,14.716825,0.0,0.0,0.0
3504,14.668166503925956,14.466433,14.868581,14.648226409737363,14.578797,14.721026,0.0,0.0,0.0
3505,14.671690934366119,14.47047,14.871942,14.652406839648819,14.582958,14.725227,0.0,0.0,0.0
3506,14.674073960899275,14.472495,14.873538,14.656587269560276,14.587119,14.729428,0.0,0.0,0.0
3507,14.676706705734338,14.474922,14.876822,14.660767699471732,14.591279,14.733629,0.0,0.0,0.0
3508,14.681378444552292,14.480003,14.882105,14.664948129383184,14.59544,14.737831,0.0,0.0,0.0
3509,14.686745914097683,14.484987,14.887272,14.66912855929464,14.599601,14.742032,0.0,0.0,0.0
3510,14.692776280634154,14.491187,14.893425,14.673308989206095,14.603762,14.746233,0.0,0.0,0.0
3511,14.697767127341686,14.496199,14.898736,14.677489419117551,14.607922,14.750435,0.0,0.0,0.0
3512,14.702425791113324,14.500847,14.903061,14.681669849029005,14.6120825,14.754636,0.0,0.0,0.0
3513,14.706263783055137,14.504492,14.9062195,14.685850278940457,14.616243,14.758837,0.0,0.0,0.0
3514,14.70928132756283,14.508322,14.908602,14.690030708851909,14.620403,14.763038,0.0,0.0,0.0
3515,14.713887411620485,14.513477,14.912209,14.694211138763372,14.624564,14.76724,0.0,0.0,0.0
3516,14.719137759930213,14.518177,14.91819,14.69839156867482,14.628725,14.7714405,0.0,0.0,0.0
3517,14.721173962775724,14.519352,14.921187,14.70257199858628,14.632886,14.775641,0.0,0.0,0.0
3518,14.722747387464569,14.520123,14.923355,14.706752428497731,14.637046,14.779842,0.0,0.0,0.0
3519,14.727582328336853,14.52523,14.928272,14.710932858409189,14.641207,14.784044,0.0,0.0,0.0
3520,14.729917733182436,14.527892,14.930363,14.715113288320644,14.645368,14.788245,0.0,0.0,0.0
3521,14.732049916606249,14.530642,14.93222,14.719293718232098,14.649528,14.792446,0.0,0.0,0.0
3522,14.73468801394634,14.533929,14.934671,14.723474148143548,14.653688,14.796648,0.0,0.0,0.0
3523,14.741030602540558,14.539341,14.94107,14.727654578055004,14.657849,14.800849,0.0,0.0,0.0
3524,14.743445253474494,14.541903,14.943345,14.73183500796646,14.66201,14.80505,0.0,0.0,0.0
3525,14.74696539357211,14.545761,14.946044,14.736015437877915,14.66617,14.809251,0.0,0.0,0.0
3526,14.75383340589513,14.552422,14.953058,14.740195867789371,14.670331,14.813453,0.0,0.0,0.0
3527,14.756748594500046,14.555423,14.954808,14.744376297700821,14.674492,14.817654,0.0,0.0,0.0
3528,14.760118244798546,14.558559,14.959114,14.74855672761228,14.678653,14.821855,0.0,0.0,0.0
3529,14.764036647930304,14.562466,14.963592,14.752737157523734,14.682813,14.8260565,0.0,0.0,0.0
3530,14.766877003320802,14.565027,14.966032,14.756917587435185,14.686974,14.830257,0.0,0.0,0.0
3531,14.767504577147882,14.565542,14.966473,14.761098017346642,14.691134,14.834458,0.0,0.0,0.0
3532,14.770440221770281,14.568889,14.969156,14.7652784472581,14.695294,14.838659,0.0,0.0,0.0
3533,14.777077171395648,14.57694,14.974735,14.769458877169553,14.699455,14.842861,0.0,0.0,0.0
3534,14.77862347239428,14.578248,14.97655,14.773639307081005,14.703616,14.847062,0.0,0.0,0.0
3535,14.781307149470381,14.580211,14.980733,14.77781973699246,14.707777,14.851263,0.0,0.0,0.0
3536,14.784322570522413,14.582449,14.983182,14.782000166903913,14.711937,14.855465,0.0,0.0,0.0
3537,14.788362642219717,14.5877695,14.986349,14.786180596815372,14.716098,14.859666,0.0,0.0,0.0
3538,14.791933435633858,14.592082,14.990043,14.790361026726824,14.720259,14.863867,0.0,0.0,0.0
3539,14.795992346410587,14.595872,14.992938,14.79454145663828,14.724419,14.868068,0.0,0.0,0.0
3540,14.799542635482775,14.598984,14.997917,14.798721886549732,14.7285795,14.87227,0.0,0.0,0.0
3541,14.804710401245623,14.604724,15.003216,14.802902316461193,14.73274,14.876471,0.0,0.0,0.0
3542,14.81111443766623,14.612016,15.008389,14.807082746372647,14.736901,14.8806715,0.0,0.0,0.0
3543,14.815659726736698,14.616906,15.013093,14.811263176284102,14.741061,14.884873,0.0,0.0,0.0
3544,14.819011006913167,14.620158,15.016678,14.81544360619555,14.745222,14.889074,0.0,0.0,0.0
3545,14.822981841179148,14.62429,15.020276,14.819624036107008,14.749383,14.893275,0.0,0.0,0.0
3546,14.829272729604716,14.630362,15.026436,14.823804466018466,14.753544,14.897476,0.0,0.0,0.0
3547,14.833222454076735,14.634514,15.030226,14.827984895929918,14.757704,14.901678,0.0,0.0,0.0
3548,14.832975249597075,14.63441,15.029962,14.832165325841377,14.761865,14.905879,0.0,0.0,0.0
3549,14.833655438604444,14.63501,15.03021,14.836345755752827,14.766026,14.91008,0.0,0.0,0.0
3550,14.838616730117147,14.64005,15.0354805,14.840526185664283,14.770185,14.914282,0.0,0.0,0.0
3551,14.842329755593008,14.643023,15.039391,14.844706615575737,14.774346,14.918483,0.0,0.0,0.0
3552,14.846596276274376,14.646408,15.044426,14.848887045487194,14.778507,14.922684,0.0,0.0,0.0
3553,14.851186758086252,14.650647,15.049594,14.853067475398644,14.782668,14.926885,0.0,0.0,0.0
3554,14.855216012857987,14.654715,15.053385,14.857247905310107,14.786828,14.931087,0.0,0.0,0.0
3555,14.859926148709489,14.659747,15.058101,14.861428335221555,14.790989,14.935287,0.0,0.0,0.0
3556,14.862981356995144,14.66252,15.060956,14.865608765133013,14.79515,14.939488,0.0,0.0,0.0
3557,14.865774921921217,14.664515,15.063689,14.869789195044468,14.79931,14.94369,0.0,0.0,0.0
3558,14.868180475093196,14.667107,15.065653,14.87396962495592,14.803471,14.947891,0.0,0.0,0.0
3559,14.870808373018047,14.6684885,15.068865,14.878150054867376,14.8076315,14.952092,0.0,0.0,0.0
3560,14.874387890503263,14.671159,15.072904,14.88233048477883,14.811792,14.956293,0.0,0.0,0.0
3561,14.879571470557055,14.677949,15.077042,14.88651091469029,14.815952,14.960495,0.0,0.0,0.0
3562,14.88362410794991,14.682712,15.079808,14.890691344601745,14.820113,14.964696,0.0,0.0,0.0
3563,14.890292231716348,14.689982,15.087294,14.894871774513195,14.824274,14.968897,0.0,0.0,0.0
3564,14.894758725653118,14.694559,15.092196,14.899052204424654,14.828435,14.973099,0.0,0.0,0.0
3565,14.897562380632694,14.697156,15.095491,14.903232634336101,14.832595,14.9773,0.0,0.0,0.0
3566,14.902662630352124,14.703155,15.100038,14.907413064247558,14.836756,14.981501,0.0,0.0,0.0
3567,14.90535620208235,14.705466,15.102763,14.911593494159012,14.840917,14.985702,0.0,0.0,0.0
3568,14.910994255845086,14.711734,15.10804,14.91577392407047,14.845077,14.989903,0.0,0.0,0.0
3569,14.913332907299194,14.7135935,15.111019,14.919954353981925,14.849237,14.994104,0.0,0.0,0.0
3570,14.918571097971558,14.718719,15.116488,14.92413478389338,14.853398,14.998305,0.0,0.0,0.0
3571,14.922713466449927,14.722328,15.121009,14.928315213804831,14.857559,15.002507,0.0,0.0,0.0
3572,14.924355016337588,14.723606,15.123287,14.93249564371629,14.861719,15.006708,0.0,0.0,0.0
3573,14.927679592032975,14.728227,15.126276,14.936676073627744,14.86588,15.010909,0.0,0.0,0.0
3574,14.929562813067148,14.729664,15.127391,14.9408565035392,14.870041,15.01511,0.0,0.0,0.0
3575,14.930608862223263,14.730563,15.1289015,14.945036933450654,14.874201,15.019312,0.0,0.0,0.0
3576,14.934498907803503,14.734127,15.132833,14.949217363362104,14.878362,15.023513,0.0,0.0,0.0
3577,14.935273738343078,14.735218,15.133999,14.953397793273563,14.882523,15.027714,0.0,0.0,0.0
3578,14.940600647359236,14.741682,15.139003,14.957578223185019,14.886683,15.031916,0.0,0.0,0.0
3579,14.945357723932556,14.746353,15.14344,14.961758653096473,14.890843,15.036117,0.0,0.0,0.0
3580,14.949714829649965,14.750741,15.147218,14.965939083007928,14.895004,15.040318,0.0,0.0,0.0
3581,14.953383907436136,14.75549,15.149431,14.970119512919382,14.899165,15.044518,0.0,0.0,0.0
3582,14.95856085821186,14.760955,15.154915,14.974299942830836,14.903326,15.04872,0.0,0.0,0.0
3583,14.963449383174149,14.76491,15.16006,14.978480372742291,14.907486,15.052921,0.0,0.0,0.0
3584,14.967639235128882,14.769248,15.164266,14.982660802653749,14.911647,15.057122,0.0,0.0,0.0
3585,14.972266519207132,14.775277,15.168416,14.9868412325652,14.915808,15.061323,0.0,0.0,0.0
3586,14.978726425605775,14.78075,15.17421,14.991021662476657,14.919968,15.065525,0.0,0.0,0.0
3587,14.983917339964517,14.786419,15.179553,14.995202092388107,14.924129,15.069726,0.0,0.0,0.0
3588,14.989624219072002,14.791017,15.1863,14.99938252229956,14.928289,15.073927,0.0,0.0,0.0
3589,14.995233610209295,14.796751,15.191659,15.00356295221102,14.93245,15.078129,0.0,0.0,0.0
3590,14.999179583301192,14.800214,15.196515,15.007743382122474,14.93661,15.08233,0.0,0.0,0.0
3591,15.005360174258094,14.806528,15.203235,15.011923812033926,14.940771,15.086531,0.0,0.0,0.0
3592,15.011457338823016,14.812131,15.209122,15.01610424194538,14.944932,15.090732,0.0,0.0,0.0
3593,15.015905274432347,14.816399,15.214126,15.020284671856835,14.949092,15.0949335,0.0,0.0,0.0
3594,15.0176105242952,14.8177595,15.216257,15.02446510176829,14.953253,15.099134,0.0,0.0,0.0
3595,15.02012996044425,14.821318,15.218333,15.028645531679748,14.957414,15.103335,0.0,0.0,0.0
3596,15.024159185224333,14.825395,15.222456,15.032825961591195,14.961575,15.107537,0.0,0.0,0.0
3597,15.029882019247221,14.830878,15.227018,15.037006391502656,14.9657345,15.111738,0.0,0.0,0.0
3598,15.034505056633494,14.836435,15.231031,15.04118682141411,14.969895,15.115939,0.0,0.0,0.0
3599,15.037307176422729,14.839778,15.234014,15.045367251325562,14.974056,15.12014,0.0,0.0,0.0
3600,15.044044369658671,14.846708,15.240661,15.04954768123702,14.978217,15.124342,0.0,0.0,0.0
3601,15.046833968318841,14.85047,15.243404,15.053728111148477,14.982377,15.128543,0.0,0.0,0.0
3602,15.049519203801223,14.853207,15.246063,15.057908541059929,14.986538,15.132744,0.0,0.0,0.0
3603,15.05550119834936,14.859601,15.253127,15.062088970971384,14.990699,15.136946,0.0,0.0,0.0
3604,15.057895281062832,14.862139,15.254744,15.06626940088284,14.994859,15.141147,0.0,0.0,0.0
3605,15.06371129004042,14.866144,15.261882,15.070449830794294,14.99902,15.145348,0.0,0.0,0.0
3606,15.06714201916033,14.869723,15.264536,15.07463026070575,15.0031805,15.149549,0.0,0.0,0.0
3607,15.073295146908583,14.87515,15.271229,15.078810690617201,15.007341,15.15375,0.0,0.0,0.0
3608,15.080594137162661,14.882541,15.2790365,15.082991120528659,15.011501,15.157951,0.0,0.0,0.0
3609,15.084708713916172,14.886329,15.282228,15.087171550440111,15.015662,15.162152,0.0,0.0,0.0
3610,15.086499518452104,14.8881,15.2833185,15.091351980351568,15.019823,15.166354,0.0,0.0,0.0
3611,15.090563357917416,14.893052,15.286315,15.095532410263026,15.023983,15.170555,0.0,0.0,0.0
3612,15.095143091721843,14.897308,15.291952,15.099712840174476,15.028144,15.174756,0.0,0.0,0.0
3613,15.09810292217954,14.899156,15.295787,15.103893270085933,15.032305,15.178957,0.0,0.0,0.0
3614,15.100215360660297,14.901147,15.298143,15.108073699997385,15.036466,15.183159,0.0,0.0,0.0
3615,15.103268605273753,14.90416,15.302082,15.112254129908841,15.040626,15.18736,0.0,0.0,0.0
3616,15.109236079450831,14.90998,15.307004,15.116434559820297,15.044786,15.191561,0.0,0.0,0.0
3617,15.114143242968876,14.915376,15.310821,15.120614989731752,15.048947,15.195763,0.0,0.0,0.0
3618,15.117209050948345,14.918559,15.314204,15.124795419643204,15.053108,15.199964,0.0,0.0,0.0
3619,15.119811102939215,14.92186,15.316615,15.128975849554662,15.057268,15.2041645,0.0,0.0,0.0
3620,15.12672569182743,14.92778,15.323875,15.133156279466112,15.061429,15.208365,0.0,0.0,0.0
3621,15.129805310558938,14.9308,15.327644,15.13733670937757,15.06559,15.212567,0.0,0.0,0.0
3622,15.131058603317806,14.932207,15.328845,15.141517139289025,15.06975,15.216768,0.0,0.0,0.0
3623,15.136106580129278,14.936706,15.333711,15.145697569200479,15.073911,15.220969,0.0,0.0,0.0
3624,15.13960132651881,14.940202,15.337556,15.149877999111935,15.078072,15.225171,0.0,0.0,0.0
3625,15.144145329388875,14.944162,15.342544,15.154058429023388,15.082232,15.229372,0.0,0.0,0.0
3626,15.147890633760133,14.948887,15.346443,15.158238858934846,15.086392,15.233573,0.0,0.0,0.0
3627,15.151192630147637,14.9527235,15.349027,15.162419288846301,15.090553,15.237774,0.0,0.0,0.0
3628,15.154557008912464,14.955959,15.3528,15.16659971875775,15.094714,15.241976,0.0,0.0,0.0
3629,15.160416906106297,14.959504,15.359838,15.170780148669204,15.098874,15.246177,0.0,0.0,0.0
3630,15.165804277529586,14.965427,15.3653,15.174960578580663,15.103035,15.250378,0.0,0.0,0.0
3631,15.17057191733601,14.969298,15.370274,15.179141008492119,15.107196,15.25458,0.0,0.0,0.0
3632,15.174502808159696,14.972759,15.374399,15.183321438403567,15.111357,15.2587805,0.0,0.0,0.0
3633,15.177713385200239,14.975832,15.376998,15.187501868315028,15.115517,15.262981,0.0,0.0,0.0
3634,15.185775469074184,14.984225,15.386392,15.19168229822648,15.119678,15.267182,0.0,0.0,0.0
3635,15.189181023927885,14.987056,15.389892,15.195862728137937,15.123838,15.271384,0.0,0.0,0.0
3636,15.194177164280841,14.990772,15.395141,15.200043158049393,15.127999,15.275585,0.0,0.0,0.0
3637,15.197829608475358,14.993428,15.400654,15.204223587960845,15.132159,15.279786,0.0,0.0,0.0
3638,15.203253842089964,14.998889,15.405935,15.208404017872299,15.13632,15.283988,0.0,0.0,0.0
3639,15.208367008230402,15.00342,15.411165,15.212584447783758,15.140481,15.288189,0.0,0.0,0.0
3640,15.210742459463068,15.00518,15.414428,15.216764877695208,15.144641,15.29239,0.0,0.0,0.0
3641,15.2131386483075,15.007439,15.417422,15.22094530760666,15.148802,15.296591,0.0,0.0,0.0
3642,15.218934148046449,15.013209,15.42238,15.22512573751812,15.152963,15.300793,0.0,0.0,0.0
3643,15.223201847834991,15.016162,15.4272375,15.229306167429572,15.157124,15.304994,0.0,0.0,0.0
3644,15.231207198550385,15.0260105,15.433873,15.233486597341031,15.1612835,15.309195,0.0,0.0,0.0
3645,15.234904095230414,15.029022,15.438533,15.237667027252483,15.165444,15.313396,0.0,0.0,0.0
3646,15.238793901189556,15.032616,15.442523,15.24184745716394,15.169605,15.317597,0.0,0.0,0.0
3647,15.24140705386269,15.0353775,15.444734,15.246027887075394,15.173765,15.321798,0.0,0.0,0.0
3648,15.247000944183563,15.041105,15.450911,15.250208316986846,15.177926,15.325999,0.0,0.0,0.0
3649,15.250045225205042,15.04386,15.453973,15.254388746898298,15.182087,15.330201,0.0,0.0,0.0
3650,15.255564224037188,15.049507,15.4595,15.258569176809754,15.186248,15.334402,0.0,0.0,0.0
3651,15.26236929948382,15.056456,15.465819,15.26274960672121,15.190408,15.338603,0.0,0.0,0.0
